text,category,split
2회 12. 12.(월) 오전 10시~12시 최재붕 4차산업혁명과 팬데믹 쇼크 어떻게 생존할 것인가?,일정,train
"- 각 업무별 개인정보 수집 이용 동의 및 개인정보 제3자 제공 관련하여 모두 동의 시, e알리미에 서명을 첨부하여 회신해주세요.(모두 동의 시 서명 한번으로 제출) - 항목별로 동의 여부가 다르거나 비동의 시, 파일을 출력하시어 체크해 주시고, 등교일에 담임선생님께 제출해주세요.",제출,train
"개인정보 3자 제공 동의 동의를 거부할 수 있으며, 동의 거부 시 입학준비금을 지원 받을 수 없습니다.",준비물,train
7) 예방접종 후 이상반응이 나타나는 경우 의사를 진료를 받도록 합니다.,건강·안전,train
버스 탑승 시 안전벨트를 꼭 착용하도록 지도해 주세요.,건강·안전,train
"5. 흡연 또는 음주 및 기타 약물을 경험 한 적이 있습니까? 지난 한달 동안 흡연, 음주, 약물 경험유무: 전혀 없음 매일 일주일에 2~3일 ( 표시) 학년 반 번호 학생 성명 보호자 성명 응급상황 시 연락처 (서명) 1.(관계: ) 2.(관계: )",건강·안전,train
편식을 하면 면역력이 저하되고 활력이 감소될 뿐 아니라 두뇌 및 신체 발육이 떨어집니다. 개인 위생을 필수로 지키면서 균형 잡힌 식사로 좋은 영양 상태를 유지하는 것이 면역력을 높이는 가장 간단하면서도 쉬운 방법입니다!,건강·안전,train
"2, 6학년: 도서실 쪽 현관에서 발열체크 후 각 교실로 이동",건강·안전,train
반드시 준비운동을 하고 구명조끼를 착용합니다.,준비물,train
수강신청 전 강좌별 강의계획서 반드시 확인하고 신청,제출,train
본교에서는 등교수업을 앞두고 코로나19 예방을 위해 다음과 같이 대응하고자 하오니 적극 협조해 주시기 바랍니다.,건강·안전,train
"2. 수집항목 : 학년, 반, 번호, 성명, 알레르기식품명, 알레르기증상",건강·안전,test
사회통합대상자 확인(증빙)서류 전체(사본은 학교 보관),기타,train
"빔프로젝터 or TV,필기도구 4(04.27.) 촬영 1 카메라, 마이크, 삼각대, 조명 등 촬영 장비에 대한 사용법을 숙지하고 시나리오에 맞추어 촬영을 진행한다.",일정,train
"3. 서울송파초등학교장 송파가정통신제 2026-2호 2026학년도 방과후 컴퓨터교실 1분기 수강신청 안내 월 화 수 목 금디지털주니어 A (1~2학년)1:00-1:50 디지털주니어 B (1~2학년)1:00-2:40 스마트오피스 (3~4학년)2:00-4:05 코딩마스터 (3~4학년)1:50-3:55 SW자격챌린지(4~6학년)1:50-4:20 디지털주니어 A (1~2학년)1:50-2:40 창의융합클래스(3~6학년)2:50-4:05 창의융합클래스(3~6학년)2:50-4:05 교육대상 본교 1학년 ~ 6학년 교육장소 도서관건물 2층 컴퓨터 1실 신청기간 2026년 3월 4일 (수) ~ 3월 5일 (목) 각반 선착순 마감 시 추첨 (정원 30명) 교육기간 2026년 3월 9일(월) ~ 5월 29일(금) 12주 수업 공휴일 및 재량휴업일 : 5/1(금), 5/4(월) 자율휴업일, 5/5(화) 어린이날, 5/25(월) 대체공휴일 (수강료에 포함되지 않습니다.) 과정명 디지털주니어A 1,2학년 월,목 월 1:00-1:50 수강료:(차시별금액) 22차시 4,800원/ 105,600원 교재비:(교재10%할인) 14,0원 12,600원 목 1:50-2:40 디지털주니어B 1,2학년 금 1:00-2:40 수강료:(차시별금액) 11차시 9,600원/ 105,600원 교재비:(교재10%할인) 14,0원 12,600원 스마트오피스 3,4학년 월 2:00-4:05 수강료:(차시별금액) 10차시 12,0원/ 120,0원 교재비:(교재10%할인) 28,0원 25,200원 코딩마스터 3,4학년 화 1:50-3:55 수강료:(차시별금액) 11차시 12,0원/ 132,0원 교재비:(교재10%할인) 37,0원 33,300원 창의융합클래스 3~6학년 목,금 2:50-4:05 수강료:(차시별금액) 23차시 7,200원/ 165,600원 교재비:(교재10%할인) 28,0원 25,200원 SW자격챌린지 4~6학년 수 1:50-4:20 수강료:(차시별금액) 12차시 14,400원 /172,800원 교재비:(교재10%할인) 18,0원 16,200원 신청방법( , 중택1) 링크신청 https://naver.me/F8uT0r2K e알리미에서 받은 URL 클릭하여 신청 / 우측 QR코드 문자신청 010-5794-6640(예) 0학년 0반 0번 김송파 코딩마스터 신청합니다.",비용,val
3학년 현장체험학습 참가비 납부 안내 제2022-200호 3학년 학부모님께언제나 신월 교육활동에 관심과 애정으로 협조해주시는 학부모님께 진심으로 감사드립니다.,비용,train
코로나19가 잦아 들었지만 건강을 위해 학생들이 손 자주 씻기 등 개인 위생 관리를 계속해서 실천할 수 있도록 지도 부탁드립니다.,건강·안전,val
"A반 방학중 월, 금 12:45~14:00",일정,val
의견이 있으신 학생 학부모님께서는 제안서를 작성하여 제출해 주시면 검토 후 수용 가능한 사업은 적극 반영할 예정입니다.,제출,train
만나는 사람과 마스크를 벗고 대화하거나 식사하는 등의 밀접한 접촉을 자제합니다.,기타,train
반드시 대회별 개최 요강을 확인하여 세부내용 확인나.,기타,test
개인정보 제3자 제공 동의 거부 시 입후보자 등록 불가,제출,train
2. 교육원 운영에 필요한 조사 설문 등에 적극 협조하겠습니다.,제출,train
학교스포츠 클럽으로 정식 등록하여 운영되므로 꾸준히 참여 가능한 학생들이 신청할 수 있도록 당부드립니다.,제출,train
홈페이지 접속: 학교 홈페이지 접속 팝업 클릭 설문조사,제출,train
안전모(헬멧) 착용을 반드시 합니다.,준비물,train
교과서와 공책을 빠짐없이 챙겨주시기 바랍니다.,준비물,train
"1년 상품 이용료: 33,000원 (12개월 / 일시납)",비용,test
"7. 약품, 식품 알레르기 종류 주의사항",건강·안전,train
신청기간: 2021. 11. 11. ~ 2021. 11. 15. 11:00까지,일정,train
외출할 때는 집에 목적지를 알리고 귀가 시간을 지킵니다.,기타,train
"학부모 설문조사: 4문항, http://survey.statschool.net/answer.jsp?a 68468",제출,train
설문 조사에 참여하여 주시기 바랍니다.,제출,train
"우울감이 2주 이상 지속되거나 식욕, 수면 변화가 함께 나타난다면 전문가와의 상담이 꼭 필요합니다.",기타,train
예방접종 후 이상반응 발생 여부와 관련된 문자를 휴대전화로 수신하는 것에 동의합니다.,건강·안전,val
가까운 정신건강의학과 병의원에 갈 수 있어요.,기타,train
꼭 올해 재학 중인 학교를 잘 찾아서 등록하세요.,제출,train
"또한 대부분의 청소년성폭력은 학생들의 집, 학교 등 학생들과 근접해 있는 곳에서 발생되기 때문에 가정, 학교 등 일상생활에서부터 예방이 이루어져야 합니다.",일정,train
학교 홈페이지 공지사항을 수시로 확인해 주세요.,기타,train
알림장 앱 설치 후 가입 확인을 해주시기 바랍니다.,제출,train
준비운동을 한 다음 다리부터 서서히 들어가 몸을 순환시키고 수온에 적응시켜 수영하기 시작한다.,일정,train
"학부모 확인 4학년 ( )반 (인) 검단초등학교장 귀중본인은 검단초등학교 주제별 체험학습의 신청과 현장체험학습 여행자 보험 가입을 위해 자녀의 개인정보(학년, 반, 번호, 이름 등)를 제공하고 활용하는 것에 (동의 , 동의하지 않음 ) 합니다.신청자: 학부모 (서명) 동의하지 않을 시 본 체험학습에 참여할 수 없습니다.",일정,test
"3. 일정 4. 1인당 참가비 : 36,540원",비용,train
"2. ""예방접종 내역조회""로 4종 필수예방접종 내역 확인",건강·안전,train
서식 1 2022학년도 신입생 신상카드 가천대학교 예술영재교육원장 귀하,기타,train
입학 준비금 신청서를 제출하시면 10만 원이 지원됩니다.,비용,train
학교운영위원회에 대하여 궁금한 사항은 행정실(2699-4786)로 문의하시거나 직접 방문하시면 친절하고 신속하게 안내하여 드리겠습니다.,기타,train
발열·기침 증상이 있는 경우 등교를 자제해 주세요.,건강·안전,test
다만 여전히 코로나19 상황임을 고려하여 2022학년도 작은 예술제를 학년 행사로 운영하고자 하오니 마음으로 축하를 보내주시기 바랍니다.,건강·안전,train
학생은 차별적인 문구나 그림이 담긴 옷을 입거나 액세서리 등을 착용해서는 안 된다.,준비물,train
"학생 또는 보호자는 서식17 을 사용하여 이의제기를 신청할 수 있고, 학교의 장은 서식18 을 사용하여 답변할 수 있다.",제출,val
설문과 관련된 모든 내용은 비밀이 보장되며 아래의 조사 참여 방법 안내에 따라 설문조사에 적극적으로 참여해주시기를 부탁드립니다.,제출,train
접촉자 고위험 기저질환자 PCR 1회 선별진료소 각 검사 결과 음성인 경우 등교 가능,건강·안전,train
"노슬기 010-8494-8198 대면 B 3-6 14:30~16:00 금 농구 A 3-4 13:40~14:25 (45분) 꿈자람터 수강료 41,880원 (12회) -농구의 규칙과 기본기술을 익히고 성장기 아이들의 올 바른 신체 발달을 도움이 됩니다.",비용,train
자녀의 교육 및 생활과 관련하여 궁금한 점이나 어려움이 있다면 학교에서 자녀를 가장 잘 알고 있는 담임 선생님과 협력하는 것이 매우 중요합니다.,기타,train
선발 관련 세부 일정 및 프로그램 안내는 선발요강과 첨부 자료 참고,제출,test
현장체험학습 참가비 3만 원을 3월 20일까지 납부해 주세요.,비용,test
"장 소: 제주도 일원(서귀포월드컵리조트, 신화테마파크, 올레매일시장, 새연교, 천지연폭포, 4.3평화공원, 아쿠아플라넷 등) 장소는 변경될 수 있습니다.",일정,val
"2월: 18일 × 5,000원(1식) = 90,000원 (2월 3일 ~ 2월 28일)",비용,train
또한 2학기 학부모 상담 주간 등 2학기 학교 교육 활동 시 청렴 행동 약속들을 잘 지켜주시기 바랍니다.,일정,train
영어체험학습은 5월 8일(목) 진행 예정입니다.,일정,train
코로나19 확진 시 즉시 학교에 알려주시기 바랍니다.,건강·안전,train
6) 예방접종 전후 주의사항 예방접종 전 반드시 의사의 예진을 받아야 합니다.,건강·안전,train
1학기 기말고사는 6월 23일(월)부터 25일(수)까지 실시합니다.,일정,test
의견제출 방법: 학교종이앱으로 의견 제출,제출,train
수강료는 환불 요구 시점을 기준으로 아래 규정에 따라 환불한다.(코로나 환불은 방역지침에 의해 변경될 수 있음.),비용,train
- 방과후학교 취소 및 환불요청은 반드시 담당 강사님 혹은 방과후코디실로 접수 후 처리됩니다.- 수강료 납부 기간에 수강료 미납 시 수강취소 처리가 되므로 이 점 확인하시기 바랍니다.,비용,train
이미 납부한 수강료를 일할 계산한 금액 환불,비용,train
교육방송 시청하기-EBS2 TV 또는 EBS PLUS 2(위성방송) 시청,기타,train
"검사 후 아래 학생건강검사 확인서를 담임선생님께 제출해주시기 바랍니다.1. 검사기간 : 2023. 7. 17. (월) ~ 8. 25. (금)2. 검사대상 : 1학년3. 검진비용 : 무료 (학교회계 지출)4. 검진항목 : 건강조사, 신체계측(키, 몸무게, 시력, 청력, 혈압), 소변검사, 의사문진, 구강검사5. 검사기관 : 아래 검사기관 중 1곳을 방문하여 검사 실시검사기관 검사기간시간소재지연세든든내과 연세이음치과7.17.~ 8.11 연세든든내과예약필수(뒷면참조) 평일 14:00~17:00강서구 화곡로 152 CUBE152 2층(화곡역 6번 출구 100m) 치과는 3층에 위치 내과: 02-6347-80치과: 02-2608-7528메디힐병원 메디힐치과8.14 ~ 8.25 평일 13:30~15:30양천구 남부순환로 331(서울금융고 맞은편) 치과는 건물 내 위치 내과: 02-2604-7551치과: 02-2605-1275 학생건강검사 확인서 (학교제출용) 1학년 반 번 이름 : 건강검사구강검사검사기관명 검사기관명검사일자2023. .",제출,train
"3. 참석자 사전 준비사항 - (필수) PC 또는 노트북(인터넷 연결, 이어폰 연결)",준비물,train
검사결과 음성이라도 증상이 있는 동안은 집에서 충분히 휴식을 취하면서 경과 관찰 및 등교중지를 권고한다.,건강·안전,val
5. 접종대상자의 예방접종 후 이상반응 설명 및 미동행 확인 등을 위하여 연락 가능한 연락처를 정확하게 작성해 주십시오(휴대 전화번호: ),건강·안전,train
"주제: 일상 회복 특집 인생의 질을 높이는 소통의 기술 강사: 남인숙(""여자의 모든 인생은 20대에 결정된다""저자) 영상 게시기간: 6. 18.(토) 자정까지 (이후 삭제) 영상 링크(강서구청 유튜브 채널)https://youtu.be/LwIGxZSvYME 익스플로러는 지원이 종료되어 열리지 않습니다.",일정,train
"1. 수집이용목적 : 학생건강검진 및 건강관리2. 수집항목 : 학생명, 학년반, 생년월일, 건강검진문진내용3. 제공받는 자의 보유 이용기간 : 학생의 본교 재학기간4. 미동의 시 불이익 사항 : 학교에서 진행하는 건강검진을 할 수 없으며, 개인적으로 검진을 받아야 합니다.",일정,train
4. 의견 수렴 방법: https://forms.gle/2VGHfDoKsonyuT6X7 QR 코드를 스캔하면 설문에 응답하실 수 있습니다.,제출,train
신청기간 내 취소: 2022. 3. 8.(화) 18:00까지 인터넷으로 본인이 직접 취소,일정,train
예방접종 기록을 학교에 제출해 주시기 바랍니다.,건강·안전,train
"5월 가족과 함께하는 수학 체험교실 참여 가족은 9월, 11월 가족과 함께 하는 수학 체험 교실 신청이 불가하며 신청할 경우 별도의 통보없이 취소됩니다.",기타,train
학부모 공개수업은 4월 25일(금) 오전 3~4교시에 운영됩니다.,일정,test
교복 구입비를 지원받으려면 담임선생님께 신청해 주세요.,비용,train
수학여행 경비 총 15만 원을 4월 30일까지 학교 계좌로 납부해 주세요.,비용,train
"지원 대상으로 선정된 가정에서는 아래의 내용을 읽어보시고 반드시 교육부 교육청 협약요금제에 가입하시어 지원받으시기를 바랍니다.2023. 6. 16.서울신월초등학교장 지원 기간 : 2023년 6월 ~ 2024년 5월 (1년) 2023년 6월 ~ 2024년 5월 사용분(2023년 7월 ~ 2024년 6월 청구분) 단, 2024년 고등학교 졸업 예정자는 2024년 2월 사용분까지 지원 지원 내용 : 인터넷통신비 월 17,600원 교육부 교육청 협약요금제1)교육부와 협약을 맺은 통신사(KT, LGU , SKB, SKT) 및 서울특별시교육청과 협약을 맺은 통신사(딜라이브, SKB(구 T브로드), LG헬로비전, 현대HCN, CMB)에서 초 중 고 저소득층 학생(인터넷통신비 지원 대상자)에게 제공하는 요금제 가입자에 한하여 지원(가입 월부터 지원) 붙임1 교육부와 협약을 맺은 통신사(KT, LGU , SKB, SKT) 및 서울특별시교육청과 협약을 맺은 통신사(딜라이브, SKB(구 T브로드), LG헬로비전, 현대HCN, CMB)에서 초 중 고 저소득층 학생(인터넷통신비 지원 대상자)에게 제공하는 요금제 붙임1 지원 통신사 : KT, LGU , SKB, SKT, 딜라이브, SKB(구 T브로드), LG헬로비전, 현대HCN, CMB 지원 방법 : 매월 교육청에서 통신사로 직접 지급 지원 대상 : 서울 소재 학교에 재학하는 저소득층 가구 학생 선정 기준 : 가구 내 최연소 학생 1명 (1가구당 1회선 지원) 지원 절차 인터넷 사용요금은 가입 월부터 지원되며, 가입 익월에 청구되어 통신사에 납부됨 학부모 처리사항 (1) - 2023학년도 심사결과 관련 심사 결과 필수 학부모 처리사항 2023학년도 선정자 선정된 경우 별도안내(SMS 또는 전화) 통신사에 직접 연락하여 협약요금제 가입 붙임1 협약요금제 가입자에 한하여 인터넷통신비 지원(가입 월부터 지원) 현재 서울시교육청 협약요금제 가입 중이면 다시 가입할 필요 없음 유해정보차단 소프트웨어 '그린아이넷' 설치(무료) 붙임2 미선정자(지원 중지) 인터넷서비스 직접 해지( 자비부담 자동 전환) 2022학년도 교육정보화 지원 대상으로 인터넷통신비를 지원받았으나 2023학년도에 미선정된 경우, 2023년 6월 사용료(7월 청구분)부터는 자비부담으로 자동 전환되므로 해당 통신사에 인터넷 해지 여부, 계속 이용 시 청구요금 등을 반드시 확인 학부모 처리사항 (2) - 변동사항 발생 시 (2023. 6월~) 변동사항구분 필수 학부모 처리사항 저소득 자격 취득 교육비 신청(상시) 동의서 추가 제출추가 선정 학교에 '교육정보화 지원 대상 추가선정 요청' 후 통신사에 협약요금제 직접 가입( 가입 월부터 지원) 학적 변동(타시 도 전출, 자퇴, 퇴학, 제적, 휴학, 유예, 면제, 졸업)지원 중지 인터넷서비스 직접 해지( 자비부담 자동 전환) 학적 변동 월까지만 지원되고 자비부담으로 자동 전환되므로, 통신비 납부를 원하지 않는 경우 통신사에 직접 서비스 해지 타시 도로 전출 이후 지원에 관하여는 전입 학교/교육청에 문의 지원 통신사 변경계속 지원 학부모가 직접 기존 통신사의 인터넷서비스를 해지하고, 신규 통신사의 인터넷서비스 개통 및 협약요금제 가입 유의사항: 1개 통신사에 월할 지급되는 사항으로, 통신사 변경 월에도 1개 통신사로만 지원되므로 나머지 1개 통신사 이용 요금은 가정으로 청구됨 안내 및 상담 기타 인터넷통신비 지원에 관련된 사항은 학교 교육정보화 지원 담당교사에게 안내 상담 받으시기 바랍니다.",비용,train
"제공된 개인정보는 개인정보 관리책임자를 통해 열람, 정정, 삭제 등을 요구할 수 있습니다.1. 개인정보 수집 이용 (필수)항목수집 이용 목적보유기간성명, 성별, 생년월일, 전화번호, 주소모금회의 배분사업 신청 지원 및 관리 등의 업무10년 위의 개인정보 수집 이용에 대한 동의를 거부할 권리가 있습니다.",일정,train
"4~6학년 학생 설문조사: 3문항, http://survey.statschool.net/answer.jsp?a 68466",제출,train
온라인 한국어 강의 신청 기간은 3월 6일부터 17일까지입니다.,일정,train
"교육급여 신청인(최초 복지 수급 신청인), 수급 학생의 세대주 또는 성인 세대원",제출,train
"도전!웹툰작가 수강료: 83,760원(12회)/재료비 57,000원",비용,train
학부모 상담 주간은 5월 둘째 주 월요일부터 금요일까지입니다.,일정,train
신청 기간: 2023. 3. 6. (월) ~ 3. 17. (금),일정,train
장소: 본교 운동장(우천 등 기상상황에 따라 강당으로 변경 가능),기타,val
"수분이 많은 채소, 과일로 먹기",기타,train
문의 : 도교육청 대외협력과 제안제도 운영 담당(064-710-0233)2026. 4. .,기타,train
"- 차량비 17,320원",비용,train
학교생활 적응에 어려움이 있으시면 언제든 연락주세요.,기타,train
"체험학습비 20,000원을 담임선생님께 직접 납부해 주세요.",비용,train
수업시작 & 1주(11/22(월)~11/26(금)): 납부한 수강료의 전액 환불,비용,train
수강료 6. 13.(월) ~ 6. 16.(목) 스쿨뱅킹 출금 예정,비용,train
현장체험학습 참가 신청서 2022학년도 6학년 현장체험학습에 참가를 희망하여 신청서를 제출합니다.,제출,train
신청방법: 제주국제교육원 홈페이지 신청&접수,제출,test
"동의 없는 촬영물, 영상, 상대방의 외모에 대한 평가 등을 하지 않도록 합니다.",기타,train
8.지원유형선택 전형유형에서 일반전형과 사회통합전형 중 선택,기타,test
"검사기관별 검사기간 및 예약방법을 확인하신 후, 보호자님과 함께 병원 1곳을 방문합니다.",일정,train
"본 추천서를 모두 작성하신 후, 지원자가 볼 수 없도록 봉투에 넣어 기관장 직인으로 봉인해 주시고 지원자가 서류접수 시 제출할 수 있도록 해주십시오.(추천서만 별도로 등기우편으로 발송해 주셔도 됩니다.) 추천의견 (영재교육 대상자의 발전가능성(추천) 정도 해당 점수에 표 요망).",제출,train
수강료 납부 기간을 꼭 확인,비용,train
"(귀가 후) 다중이용시설 자제, 집에 머무르며 건강상태 관찰, 일상생활 복귀 전 적극 PCR 검사받기",건강·안전,train
여벌 옷을 준비해 보내주시기 바랍니다.,준비물,val
"양성 확인: 담임교사에게 연락하여 주시고, 진단키트를 밀봉 지참하여 가까운 선별진료소에서 PCR 검사를 실시",준비물,train
상담 요청 일시 희망순위1 2023년 ( )월 ( )일 ( )시경 희망순위2 2023년 ( )월 ( )일 ( )시경 상담 유형 전화 상담 방문 상담,기타,train
"6월 캠퍼리: 참가비, 간식비, 기념품비 2,046,000",비용,train
step 2 등하교 안심알리미 선택,기타,train
수학여행은 10월 13일(월)부터 15일(수)까지 2박 3일 일정입니다.,일정,train
감염위험도 높은 시설 방문 및 사적 모임을 제한한다.,건강·안전,train
안내 지원 전에 공고와 문의번호를 꼭 확인하세요.,기타,val
대상: 코로나19로 인한 학습결손을 회복하면 더 큰 잠재능력을 보일 수 있는 학생 및 자신의 학습결손을 적극적으로 보충하려고 희망하는 학생,건강·안전,train
감염병 의심될 땐 질병관리본부 콜센터 1339 상담,건강·안전,train
"교재비 12,000원을 학기 초에 납부해 주시기 바랍니다.",비용,train
학부모회 임원을 모집하오니 많은 참여 바랍니다.,기타,test
쓰레기는 준비해 온 봉투에 넣기,준비물,val
3. 마스크를 꼭 착용하고 등교합니다.,준비물,test
학부모는 방과후학교 운영과 관련된 제반 사항에 적극 협력한다.,기타,train
모든 승선자는 구명동의를 착용해야 한다.,준비물,train
방과후학교 수강료를 다음 달 5일까지 납부해 주세요.,비용,train
학교설명회는 2월 14일(금) 오후 2시 강당에서 개최됩니다.,일정,val
장소 및 학생의 안전과 원활한 진행을 위해 학부모님은 모시지 않습니다.,기타,test
"교체의 경우 증빙서류(직계가족경조사, 전학, 사고)를 첨부하는 경우에는 상황에 따라 인정하기로 함.",제출,train
"수강료 12주(55회) 233,200원 교재비 38,000원",비용,train
2. 규칙을 정할 때 자녀와 합의를 통해 정합니다.,기타,train
"수강료 12회 93,120원, 교재비 15,000원",비용,train
수영복과 수건을 반드시 지참하시기 바랍니다.,준비물,train
가족관계증명서상 부 모 또는 미혼인 형제 자매는 주민등록을 달리하더라도 가구원에 포함,제출,train
"부모-자녀 간의 친목 및 대화의 시간에 도움을 드리고자 준비하였사오니, 많은 신청바랍니다.아래의 내용을 잘 읽어보시고 희망하시는 분은 12월 19일(목) 15시까지 4층 복지상담실로 신청서를 제출해 주시기 바랍니다.",제출,train
"아이의 이야기를 끝까지 들어주고, 감정을 존중해주세요.",일정,train
포트폴리오 서류를 3월 10일까지 담임선생님께 제출해 주세요.,제출,train
"겨울방학 독서달력 작성하기 및 한 줄 느낌 쓰기 책을 읽은 후 독서달력에 책이름, 지은이, 출판사를 기록한다.",일정,train
기존에 설치된 알리미를 통하여 자녀별 계정 추가만 하면 됩니다.,기타,train
자녀의 학교생활에 관심을 기울여 주시기 바랍니다.,기타,train
실내화 주머니를 매일 챙겨주시기 바랍니다.,준비물,train
- 여행자보험 480원,비용,val
1. 예방접종하고자 하는 해당 백신을 표시해 주십시오. 인플루엔자: 3가 백신(국가비용지원),건강·안전,train
구강검진 (8.1.부터 가능) 후 확인서 제출,제출,train
"진로 선택 시 도덕적 고려의 필요성을 논리적으로 정당화하고, 자신의 특기와 가치를 반영하여 구체적인 진로 계획을 수립합니다.",기타,train
"3. 운영대상 : 돌봄이 꼭 필요한 본교 3학년~6학년 맞벌이, 저소득층, 한부모, 코로나19 대응 의료진 가정 자녀",건강·안전,train
"배정 전 : 실거주지로 주민등록을 환원토록 요구하고, 실거주지를 근거로 배정됩니다.",제출,train
"수집항목: 학생 성명, 전화번호, 주소, 주민등록번호, 가족사항, 본교 형제관계, 학생 실태 등",제출,train
주민등록등본(주소지 확인용),제출,train
신청 기간: 4. 22.(금) 16:00까지,일정,val
"예방접종 전후 주의사항, 이상반응 등 반드시 사전숙지 필요",건강·안전,train
"수련활동 비용 75,000원을 5월 2일까지 납부해 주시기 바랍니다.",비용,train
주소: (13120) 경기도 성남시 수정구 성남대로 1342(구 복정동 산 65번지) 가천대학교 과학영재교육원 바이오나노연구원 403호,기타,test
확진자이거나 확진자와 접촉(접촉일로부터 2주간 착용)했던 경우,준비물,test
생수 한 병과 간식을 준비해 오세요.,준비물,test
2차 2022. 2. 19.(토) 3차 2022. 2. 26.(토) 4차 2022. 3. 5.(토) 5차 2022. 3. 12.(토) 회차 영상물 게시 일정 유의사항 1차 2022. 2. 12.(토) 회차별 영상물은 60분 내외이며게시시간은 10:00~13:00 (게시 시간 이후 삭제됨) 강의시간을 준수하시기 바랍니다.,일정,train
"예방접종내역 전산등록 확인방법 등 안내 1) 예방접종도우미 누리집(https://nip.kdca.go.kr)에 회원가입하고, 자녀를 등록합니다.",제출,train
"심리치료 및 병원 치료비 지원: 일반계층(최대 40만원), 사회적돌봄대상(최대 60만원 이내)",기타,train
교복 구입 시 교육청 지원금 40만 원이 지급됩니다.,비용,train
"각 강좌의 강좌소개 및 교재비, 재료비 여부 꼭 확인(방학 중 교재, 교구는 변경될 수 있음)",비용,train
학교밖청소년의 경우 - 소속학교(학교에 학적이 있는 경우)가 있는 학생은 소속학교 업무 담당교사 추천,기타,train
아픈 부위와 증상에 대해 자세히 이야기합니다.,건강·안전,train
"의견제출인 성명(명칭), 전화번호, 주소 기입",제출,val
독감예방접종의 면역력은 접종 후 2주일부터이므로 빠른 시일내에 접종 부탁드립니다.,건강·안전,train
학생도박예방교육 2022.11.1.(화)10:00~13:00 40명 김종재(한국도박문제예방치유원) 학부모가 알아야할청소년 도박문제,일정,train
생소한 사람과 전자우편을 주고받으면 안 된다.,기타,test
5월 6일(수)은 정상 수업일입니다.,일정,val
개인 준비물을 반드시 스스로 지참하여야 수영 실기교육에 참여 가능합니다.,준비물,test
"학생들의 안전한 등하굣길 운영을 위해 아래 사항을 안내 드리오니, 가정에서도 꼭 협조해 주시기 바랍니다.",기타,train
부모의 사망(학생): 제적등본(2007. 12. 31. 이전 신고한 경우),일정,train
지구촌 환경문제를 조사하기 위한 인터넷이 가능한 스마트 기기를 준비하거나 사전에 환경문제에 관한 자료를 수집해서 가지고 올 수 있도록 안내함.,준비물,train
6. 스쿨뱅킹 인출일 : 11월 24일 ~ 11월 28일,일정,train
미술 수업에 필요한 물감과 붓을 준비해 주세요.,준비물,train
소풍은 4월 17일(목)에 진행됩니다.,일정,val
학교 주변 교통안전 지도에 협조해 주시기 바랍니다.,건강·안전,train
교내 사진 촬영 시 사전 허가를 받아주세요.,기타,train
졸업식은 2월 14일(금) 오전 10시 강당에서 진행될 예정입니다.,일정,train
운동화를 착용하여 등교해 주세요.,준비물,train
외출 시에는 미끄러지지 않도록 바닥이 넓은 운동화나 등산화를 착용한다.,준비물,test
학부모 총회는 3월 28일(금) 오후 3시에 강당에서 열립니다.,일정,train
학용품(연필·지우개·색연필)을 충분히 준비해 주세요.,준비물,train
"월, 금 14:00~15:15(75분) / 방학중: 월,금 10:00~11:15",일정,train
"급식 시작은 3월 4일(화)이며, 급식비는 학교 계좌로 납부해 주세요.",비용,train
심리평가보고서(제출일 기준 1년 이내),제출,train
고위험 기저질환자는 학교장 확인서 지참하여 선별진료소 PCR검사 실시,준비물,test
픽시 자전거 운행 시 브레이크(앞바퀴 뒷바퀴) 장착 필수,기타,train
"수험표 출력: 2021.12.10.(금), GED 사이트에서 지원자가 직접 출력 기간 전 출력한 수험표는 미인정(수험번호 미생성 및 오류 발생 가능)다.",일정,train
실외 마스크 착용 의무 해제 및 권고사항을 참고하여 자율적으로 마스크 착용 실천,준비물,train
2차 영어2실 D반 5-6학년 20명 10:40-12:00 1월 17일(금)-1월 23일(목),일정,train
텃밭 가꾸기 등 일상적인 농업활동을 직접 체험하고 참여하기,기타,train
"3, 5학년: 2층에서 발열체크 후 3층, 4층 각 교실로 이동",건강·안전,train
"인플루엔자 의심 증상 시, 신속한 진료와 등교(등원) 자제 - 자녀가 38도 이상의 발열, 기침, 인후통 등 인플루엔자 의심 증상을 보이면 등교(등원)를 자제하고 가까운 의료기관에서 적절한 진료를 받습니다.",건강·안전,train
운동회는 10월 5일(토) 오전 9시 30분 운동장에서 열립니다.,일정,test
"준비물: 간편 복장, 도시락, 물, 개인 돗자리, 간식, 휴지, 비닐봉지, 멀미약",준비물,train
"40. 22. 5. 1인당 예상 현장체험학습비: 59,950원",비용,train
자전거도로가 없으면 도로의 오른쪽 끝부분에 붙어서 통행해야 합니다.,기타,train
공모 접수는 7월 10일부터 9월 12일까지입니다.,제출,val
"다빈도 접촉부위(문고리, 전등 스위치 등)는 주기적으로 소독",건강·안전,train
우리 학교 급식 식단표는 매월 홈페이지에 공개됩니다.,기타,train
가족 여행 계획서를 담임선생님께 사전 제출해 주세요.,제출,train
2022. 12. 14.(수)~ 12. 20.(화) 유학 신청(1차),일정,train
"평소 반복되는 증상(두통, 어지럼증 등)이나 통증 등 건강상의 문제로 보건실을 자주 방문했었던 학생은 병원을 방문하여 정확한 진단 및 치료 받기.",건강·안전,train
가정에서도 공동체 약속을 꾸준히 실천해 주시기 바랍니다.,기타,train
