text,category,source
동아리 활동 발표회가 3월 15일(금) 오후 1시에 강당에서 개최됩니다.,일정,학교알리미_공공데이터
"졸업 앨범 제작비 5,000원을 4월 5일까지 납부해 주시기 바랍니다.",비용,학교알리미_공공데이터
2026학년도 1학기 방학식은 10월 3일(금)에 실시됩니다.,일정,학교알리미_공공데이터
교육과정 설명회가 8월 19일(화) 오후 7시에 강당에서 열립니다.,일정,학교알리미_공공데이터
교내 CCTV 점검으로 인해 26일 오전 중 녹화가 일시 중단됩니다.,건강·안전,학교알리미_공공데이터
7월 11일은 학교 창립기념일로 재량휴업일입니다.,일정,학교알리미_공공데이터
성폭력·성희롱 예방교육이 4월에 실시됩니다.,건강·안전,학교알리미_공공데이터
학예회는 10월 8일(토) 오전 10시에 강당에서 개최됩니다.,일정,학교알리미_공공데이터
"학교 교육활동 지원비 200,000원이 10월 2일에 지급됩니다.",비용,학교알리미_공공데이터
2026학년도 1학기 방학식은 9월 21일(금)에 실시됩니다.,일정,학교알리미_공공데이터
교통안전 교육이 8월 28일에 실시될 예정입니다.,건강·안전,학교알리미_공공데이터
학예회는 3월 6일(토) 오전 10시에 강당에서 개최됩니다.,일정,학교알리미_공공데이터
학부모 상담 주간은 4월 2일~5일입니다.,일정,학교알리미_공공데이터
수업 공개의 날은 4월 6일(목)이며 오전 1~4교시 수업을 공개합니다.,일정,학교알리미_공공데이터
방과후학교 2기 수강 신청 기간은 6월 24일~26일입니다.,일정,학교알리미_공공데이터
학생 건강검진(구강검진 포함)이 7월 27일에 실시됩니다.,건강·안전,학교알리미_공공데이터
동아리 활동 발표회가 9월 15일(금) 오후 1시에 강당에서 개최됩니다.,일정,학교알리미_공공데이터
교내 CCTV 점검으로 인해 9일 오전 중 녹화가 일시 중단됩니다.,건강·안전,학교알리미_공공데이터
9월 21일은 학교 창립기념일로 재량휴업일입니다.,일정,학교알리미_공공데이터
"졸업 앨범 제작비 15,000원을 7월 26일까지 납부해 주시기 바랍니다.",비용,학교알리미_공공데이터
비만 예방 건강교육이 10월 6일에 실시될 예정입니다.,건강·안전,학교알리미_공공데이터
2026학년도 1학기 학사일정: 6월 1일 — 재량휴업일,일정,학교알리미_공공데이터
2026학년도 학사일정: 7월 2일 ~ 5일 — 학기 중 방학,일정,학교알리미_공공데이터
수업 공개의 날은 9월 13일(목)이며 오전 1~4교시 수업을 공개합니다.,일정,학교알리미_공공데이터
방과후학교 2기 수강 신청 기간은 8월 7일~10일입니다.,일정,학교알리미_공공데이터
교원능력개발평가가 7월 24일부터 27일까지 실시됩니다.,일정,학교알리미_공공데이터
공개수업 참관일은 6월 25일(목) 오전 10시~11시입니다.,일정,학교알리미_공공데이터
2026학년도 2학기 학사일정: 11월 26일 — 추석 연휴,일정,학교알리미_공공데이터
학교생활기록부 기재 요령 안내 연수가 6월 9일에 실시됩니다.,일정,학교알리미_공공데이터
2026학년도 1학기 학사일정: 8월 11일 — 봄 소풍(현장체험학습),일정,학교알리미_공공데이터
9월 학교 안전점검 실시로 11일~13일 체육관 이용이 제한됩니다.,건강·안전,학교알리미_공공데이터
조리실 위생점검 결과는 학교 홈페이지에서 확인하실 수 있습니다.,건강·안전,학교알리미_공공데이터
2학기 중간고사 일정은 4월 15일~17일입니다.,일정,학교알리미_공공데이터
학교생활기록부 기재 요령 안내 연수가 10월 28일에 실시됩니다.,일정,학교알리미_공공데이터
학교폭력 예방교육이 10월 4일에 실시될 예정이니 참여를 부탁드립니다.,건강·안전,학교알리미_공공데이터
시력 및 청력 검사가 4월에 실시될 예정이오니 안경 착용 학생은 지참 바랍니다.,건강·안전,학교알리미_공공데이터
교원능력개발평가가 9월 12일부터 15일까지 실시됩니다.,일정,학교알리미_공공데이터
"학교 발전기금 50,000원을 자율적으로 납부하실 수 있습니다.",비용,학교알리미_공공데이터
학교 운동회(체육대회)는 8월 15일(목) 오전 9시에 운동장에서 개최됩니다.,일정,학교알리미_공공데이터
교육비 지원(교육복지) 신청을 원하시는 분은 10월 11일까지 학교로 문의해 주세요.,비용,학교알리미_공공데이터
학부모 상담 주간은 10월 8일~10일입니다.,일정,학교알리미_공공데이터
교통안전 교육이 10월 25일에 실시될 예정입니다.,건강·안전,학교알리미_공공데이터
수학여행은 9월 27일(수)부터 32일(금)까지 2박 3일 일정으로 진행됩니다.,일정,학교알리미_공공데이터
학교생활기록부 기재 요령 안내 연수가 9월 14일에 실시됩니다.,일정,학교알리미_공공데이터
9월 학교 안전점검 실시로 9일~13일 체육관 이용이 제한됩니다.,건강·안전,학교알리미_공공데이터
10월 6일은 학교 창립기념일로 재량휴업일입니다.,일정,학교알리미_공공데이터
공개수업 참관일은 6월 19일(목) 오전 10시~11시입니다.,일정,학교알리미_공공데이터
2026학년도 2학기 개학일은 7월 14일(월)입니다.,일정,학교알리미_공공데이터
2026학년도 2학기 학사일정: 8월 25일 — 추석 연휴,일정,학교알리미_공공데이터
또래 상담 프로그램 참여를 원하는 학생은 Wee클래스로 방문 바랍니다.,건강·안전,학교알리미_공공데이터
자유학기(학년)제 주제 선택 활동이 6월 24일부터 매주 수요일 운영됩니다.,일정,학교알리미_공공데이터
교통안전 교육이 6월 4일에 실시될 예정입니다.,건강·안전,학교알리미_공공데이터
4월 22일은 학교 창립기념일로 재량휴업일입니다.,일정,학교알리미_공공데이터
2026학년도 1학기 학사일정: 5월 17일 — 재량휴업일,일정,학교알리미_공공데이터
비만 예방 건강교육이 6월 17일에 실시될 예정입니다.,건강·안전,학교알리미_공공데이터
"2026학년도 1학기 급식비는 5,000원이며 11월 2일까지 납부해 주시기 바랍니다.",비용,학교알리미_공공데이터
학생 건강검진(구강검진 포함)이 9월 27일에 실시됩니다.,건강·안전,학교알리미_공공데이터
학생 자살·자해 예방교육이 4월 중 실시됩니다.,건강·안전,학교알리미_공공데이터
1학기 기말고사는 4월 8일(월)부터 11일(금)까지 실시됩니다.,일정,학교알리미_공공데이터
2026학년도 1학기 학사일정: 7월 16일 — 봄 소풍(현장체험학습),일정,학교알리미_공공데이터
학생 건강검진(구강검진 포함)이 10월 8일에 실시됩니다.,건강·안전,학교알리미_공공데이터
"수학여행비 50,000원은 3월 4일까지 납부 바랍니다.",비용,학교알리미_공공데이터
학부모 상담 주간은 8월 13일~15일입니다.,일정,학교알리미_공공데이터
독서의 달 행사: 6월 한 달간 도서관에서 독서 마라톤 행사가 진행됩니다.,일정,학교알리미_공공데이터
비만 예방 건강교육이 8월 14일에 실시될 예정입니다.,건강·안전,학교알리미_공공데이터
미세먼지 농도가 나쁨 이상인 날에는 실외 활동이 제한됩니다.,건강·안전,학교알리미_공공데이터
2026학년도 2학기 개학일은 11월 18일(월)입니다.,일정,학교알리미_공공데이터
학교폭력 예방 캠페인이 9월 17일에 실시됩니다.,일정,학교알리미_공공데이터
2학기 중간고사 일정은 6월 4일~5일입니다.,일정,학교알리미_공공데이터
2026학년도 학사일정: 3월 4일 ~ 8일 — 학기 중 방학,일정,학교알리미_공공데이터
수업 공개의 날은 3월 10일(목)이며 오전 1~4교시 수업을 공개합니다.,일정,학교알리미_공공데이터
독서의 달 행사: 4월 한 달간 도서관에서 독서 마라톤 행사가 진행됩니다.,일정,학교알리미_공공데이터
2026학년도 학사일정: 4월 12일 ~ 16일 — 학기 중 방학,일정,학교알리미_공공데이터
"현장체험학습 참가비 100,000원을 3월 1일까지 스쿨뱅킹으로 납부해 주세요.",비용,학교알리미_공공데이터
"2026학년도 1학기 급식비는 15,000원이며 9월 19일까지 납부해 주시기 바랍니다.",비용,학교알리미_공공데이터
비만 예방 건강교육이 4월 20일에 실시될 예정입니다.,건강·안전,학교알리미_공공데이터
2026학년도 학사일정: 7월 18일 ~ 21일 — 학기 중 방학,일정,학교알리미_공공데이터
입학식은 10월 23일(화) 오전 10시 30분에 체육관에서 실시됩니다.,일정,학교알리미_공공데이터
"수학여행비 50,000원은 11월 11일까지 납부 바랍니다.",비용,학교알리미_공공데이터
입학식은 3월 28일(화) 오전 10시 30분에 체육관에서 실시됩니다.,일정,학교알리미_공공데이터
비만 예방 건강교육이 3월 26일에 실시될 예정입니다.,건강·안전,학교알리미_공공데이터
"방과후학교 수강료 100,000원을 4월 4일까지 학교 계좌로 입금 바랍니다.",비용,학교알리미_공공데이터
2026학년도 1학기 학사일정: 11월 13일 — 재량휴업일,일정,학교알리미_공공데이터
7월 13일(토) 오전 10시에 학부모 총회가 개최됩니다.,일정,학교알리미_공공데이터
학교생활기록부 기재 요령 안내 연수가 9월 6일에 실시됩니다.,일정,학교알리미_공공데이터
"2026학년도 1학기 급식비는 10,000원이며 8월 6일까지 납부해 주시기 바랍니다.",비용,학교알리미_공공데이터
수업 공개의 날은 11월 5일(목)이며 오전 1~4교시 수업을 공개합니다.,일정,학교알리미_공공데이터
2026학년도 2학기 학사일정: 6월 23일 — 추석 연휴,일정,학교알리미_공공데이터
학부모 상담 주간은 8월 17일~22일입니다.,일정,학교알리미_공공데이터
동아리 활동 발표회가 11월 7일(금) 오후 1시에 강당에서 개최됩니다.,일정,학교알리미_공공데이터
"학교 발전기금 30,000원을 자율적으로 납부하실 수 있습니다.",비용,학교알리미_공공데이터
2026학년도 학사일정: 6월 8일 ~ 9일 — 학기 중 방학,일정,학교알리미_공공데이터
학생 정신건강 선별검사가 4월에 실시됩니다.,건강·안전,학교알리미_공공데이터
재난 대비 훈련이 11월 2일(수) 오전 10시에 실시됩니다.,건강·안전,학교알리미_공공데이터
"학부모 부담 경비 3,000원은 분할 납부가 가능합니다.",비용,학교알리미_공공데이터
학교 운영위원회 회의가 10월 25일(수) 오후 4시에 열립니다.,일정,학교알리미_공공데이터
8월 10일(토) 오전 10시에 학부모 총회가 개최됩니다.,일정,학교알리미_공공데이터
교원능력개발평가가 9월 2일부터 7일까지 실시됩니다.,일정,학교알리미_공공데이터
교통안전 교육이 10월 22일에 실시될 예정입니다.,건강·안전,학교알리미_공공데이터
수업 공개의 날은 11월 14일(목)이며 오전 1~4교시 수업을 공개합니다.,일정,학교알리미_공공데이터
1학기 중간고사는 8월 20일(월)부터 24일(목)까지입니다.,일정,학교알리미_공공데이터
공개수업 참관일은 11월 15일(목) 오전 10시~11시입니다.,일정,학교알리미_공공데이터
3월 25일은 학교 창립기념일로 재량휴업일입니다.,일정,학교알리미_공공데이터
성폭력·성희롱 예방교육이 5월에 실시됩니다.,건강·안전,학교알리미_공공데이터
교원능력개발평가가 9월 17일부터 21일까지 실시됩니다.,일정,학교알리미_공공데이터
급식 식재료 이물질 신고 시 즉시 보건실 또는 담임 선생님께 연락 바랍니다.,건강·안전,학교알리미_공공데이터
2026학년도 2학기 개학일은 6월 23일(월)입니다.,일정,학교알리미_공공데이터
독서의 달 행사: 3월 한 달간 도서관에서 독서 마라톤 행사가 진행됩니다.,일정,학교알리미_공공데이터
학교 운동회(체육대회)는 5월 26일(목) 오전 9시에 운동장에서 개최됩니다.,일정,학교알리미_공공데이터
1학기 중간고사는 8월 15일(월)부터 16일(목)까지입니다.,일정,학교알리미_공공데이터
학생 정신건강 선별검사가 8월에 실시됩니다.,건강·안전,학교알리미_공공데이터
비만 예방 건강교육이 3월 2일에 실시될 예정입니다.,건강·안전,학교알리미_공공데이터
독서의 달 행사: 9월 한 달간 도서관에서 독서 마라톤 행사가 진행됩니다.,일정,학교알리미_공공데이터
1학기 중간고사는 8월 26일(월)부터 31일(목)까지입니다.,일정,학교알리미_공공데이터
"2026학년도 1학기 급식비는 3,000원이며 11월 21일까지 납부해 주시기 바랍니다.",비용,학교알리미_공공데이터
학교 운영위원회 회의가 6월 8일(수) 오후 4시에 열립니다.,일정,학교알리미_공공데이터
2026학년도 1학기 학사일정: 11월 11일 — 재량휴업일,일정,학교알리미_공공데이터
비만 예방 건강교육이 5월 8일에 실시될 예정입니다.,건강·안전,학교알리미_공공데이터
"학부모 부담 경비 5,000원은 분할 납부가 가능합니다.",비용,학교알리미_공공데이터
학예회는 9월 20일(토) 오전 10시에 강당에서 개최됩니다.,일정,학교알리미_공공데이터
"교복 구매 지원금 5,000원이 학부모 계좌로 8월 중 지급될 예정입니다.",비용,학교알리미_공공데이터
"현장체험학습 참가비 10,000원을 6월 3일까지 스쿨뱅킹으로 납부해 주세요.",비용,학교알리미_공공데이터
시력 및 청력 검사가 11월에 실시될 예정이오니 안경 착용 학생은 지참 바랍니다.,건강·안전,학교알리미_공공데이터
교육과정 설명회가 8월 8일(화) 오후 7시에 강당에서 열립니다.,일정,학교알리미_공공데이터
4월 13일(토) 오전 10시에 학부모 총회가 개최됩니다.,일정,학교알리미_공공데이터
알레르기 질환(식품 알레르기 포함) 학생은 보건 선생님께 사전에 알려 주세요.,건강·안전,학교알리미_공공데이터
동아리 활동 발표회가 4월 2일(금) 오후 1시에 강당에서 개최됩니다.,일정,학교알리미_공공데이터
학교 소방 훈련이 3월 20일(월) 오전 10시에 실시될 예정입니다.,건강·안전,학교알리미_공공데이터
성폭력·성희롱 예방교육이 11월에 실시됩니다.,건강·안전,학교알리미_공공데이터
교내 CCTV 점검으로 인해 18일 오전 중 녹화가 일시 중단됩니다.,건강·안전,학교알리미_공공데이터
학예회는 4월 2일(토) 오전 10시에 강당에서 개최됩니다.,일정,학교알리미_공공데이터
수영 안전교육 이수 확인서를 6월 25일까지 담임 선생님께 제출 바랍니다.,건강·안전,학교알리미_공공데이터
1학기 기말고사는 10월 12일(월)부터 15일(금)까지 실시됩니다.,일정,학교알리미_공공데이터
2026학년도 1학기 방학식은 10월 15일(금)에 실시됩니다.,일정,학교알리미_공공데이터
학교생활기록부 기재 요령 안내 연수가 8월 21일에 실시됩니다.,일정,학교알리미_공공데이터
흡연 예방교육이 7월 중 실시될 예정이오니 학생들의 적극적인 참여를 바랍니다.,건강·안전,학교알리미_공공데이터
2026학년도 4학년 대상 수두·MMR 예방접종 확인서를 3월 22일까지 담임 선생님께 제출해 주십시오.,건강·안전,학교알리미_공공데이터
5월 학교 안전점검 실시로 2일~5일 체육관 이용이 제한됩니다.,건강·안전,학교알리미_공공데이터
7월 학교 안전점검 실시로 14일~18일 체육관 이용이 제한됩니다.,건강·안전,학교알리미_공공데이터
성폭력·성희롱 예방교육이 9월에 실시됩니다.,건강·안전,학교알리미_공공데이터
학생 자살·자해 예방교육이 7월 중 실시됩니다.,건강·안전,학교알리미_공공데이터
방과후학교 2기 수강 신청 기간은 10월 4일~8일입니다.,일정,학교알리미_공공데이터
진로 체험의 날 행사가 11월 23일(화)에 예정되어 있습니다.,일정,학교알리미_공공데이터
입학식은 9월 13일(화) 오전 10시 30분에 체육관에서 실시됩니다.,일정,학교알리미_공공데이터
"방과후학교 수강료 15,000원을 5월 8일까지 학교 계좌로 입금 바랍니다.",비용,학교알리미_공공데이터
학생 건강검진(구강검진 포함)이 11월 23일에 실시됩니다.,건강·안전,학교알리미_공공데이터
학교폭력 예방교육이 9월 13일에 실시될 예정이니 참여를 부탁드립니다.,건강·안전,학교알리미_공공데이터
1학기 기말고사는 8월 13일(월)부터 18일(금)까지 실시됩니다.,일정,학교알리미_공공데이터
교육과정 설명회가 6월 14일(화) 오후 7시에 강당에서 열립니다.,일정,학교알리미_공공데이터
2026학년도 2학기 학사일정: 7월 20일 — 추석 연휴,일정,학교알리미_공공데이터
"학부모 부담 경비 50,000원은 분할 납부가 가능합니다.",비용,학교알리미_공공데이터
재난 대비 훈련이 4월 17일(수) 오전 10시에 실시됩니다.,건강·안전,학교알리미_공공데이터
자유학기(학년)제 주제 선택 활동이 6월 28일부터 매주 수요일 운영됩니다.,일정,학교알리미_공공데이터
학교 소방 훈련이 3월 12일(월) 오전 10시에 실시될 예정입니다.,건강·안전,학교알리미_공공데이터
"교복 구매 지원금 15,000원이 학부모 계좌로 11월 중 지급될 예정입니다.",비용,학교알리미_공공데이터
자유학기(학년)제 주제 선택 활동이 3월 28일부터 매주 수요일 운영됩니다.,일정,학교알리미_공공데이터
졸업식은 8월 26일(금) 오전 10시에 강당에서 거행됩니다.,일정,학교알리미_공공데이터
9월 17일(토) 오전 10시에 학부모 총회가 개최됩니다.,일정,학교알리미_공공데이터
학예회는 3월 27일(토) 오전 10시에 강당에서 개최됩니다.,일정,학교알리미_공공데이터
2026학년도 2학기 학사일정: 7월 4일 — 추석 연휴,일정,학교알리미_공공데이터
10월 25일(토) 오전 10시에 학부모 총회가 개최됩니다.,일정,학교알리미_공공데이터
학교 운동회(체육대회)는 10월 3일(목) 오전 9시에 운동장에서 개최됩니다.,일정,학교알리미_공공데이터
"현장체험학습 참가비 100,000원을 3월 7일까지 스쿨뱅킹으로 납부해 주세요.",비용,학교알리미_공공데이터
"코로나19 증상(발열, 기침, 인후통) 시 즉시 등교를 중지하고 가정에서 휴식 바랍니다.",건강·안전,학교알리미_공공데이터
학교 운동회(체육대회)는 11월 18일(목) 오전 9시에 운동장에서 개최됩니다.,일정,학교알리미_공공데이터
"수학여행비 50,000원은 6월 19일까지 납부 바랍니다.",비용,학교알리미_공공데이터
학생 건강검진(구강검진 포함)이 5월 28일에 실시됩니다.,건강·안전,학교알리미_공공데이터
1학기 중간고사는 9월 3일(월)부터 7일(목)까지입니다.,일정,학교알리미_공공데이터
"학교 교육활동 지원비 200,000원이 4월 21일에 지급됩니다.",비용,학교알리미_공공데이터
졸업식은 3월 10일(금) 오전 10시에 강당에서 거행됩니다.,일정,학교알리미_공공데이터
"학교 교육활동 지원비 50,000원이 3월 3일에 지급됩니다.",비용,학교알리미_공공데이터
재난 대비 훈련이 5월 22일(수) 오전 10시에 실시됩니다.,건강·안전,학교알리미_공공데이터
학생 건강검진(구강검진 포함)이 11월 5일에 실시됩니다.,건강·안전,학교알리미_공공데이터
학부모 상담 주간은 5월 11일~14일입니다.,일정,학교알리미_공공데이터
입학식은 3월 11일(화) 오전 10시 30분에 체육관에서 실시됩니다.,일정,학교알리미_공공데이터
학교폭력 예방교육이 5월 14일에 실시될 예정이니 참여를 부탁드립니다.,건강·안전,학교알리미_공공데이터
학교 운영위원회 회의가 10월 5일(수) 오후 4시에 열립니다.,일정,학교알리미_공공데이터
학교 소방 훈련이 10월 23일(월) 오전 10시에 실시될 예정입니다.,건강·안전,학교알리미_공공데이터
11월 학교 안전점검 실시로 1일~5일 체육관 이용이 제한됩니다.,건강·안전,학교알리미_공공데이터
진로 체험의 날 행사가 10월 4일(화)에 예정되어 있습니다.,일정,학교알리미_공공데이터
수학여행은 4월 5일(수)부터 8일(금)까지 2박 3일 일정으로 진행됩니다.,일정,학교알리미_공공데이터
학교폭력 예방 캠페인이 11월 5일에 실시됩니다.,일정,학교알리미_공공데이터
2026학년도 2학기 개학일은 9월 6일(월)입니다.,일정,학교알리미_공공데이터
천식 지속성 증상 학생은 흡입기를 항상 지참하고 등교해 주시기 바랍니다.,건강·안전,학교알리미_공공데이터
"예방접종 이상반응(고열, 알레르기 등) 발생 시 즉시 보건실로 연락 바랍니다.",건강·안전,학교알리미_공공데이터
자유학기(학년)제 주제 선택 활동이 11월 7일부터 매주 수요일 운영됩니다.,일정,학교알리미_공공데이터
1학기 중간고사는 7월 15일(월)부터 20일(목)까지입니다.,일정,학교알리미_공공데이터
학교 운동회(체육대회)는 6월 26일(목) 오전 9시에 운동장에서 개최됩니다.,일정,학교알리미_공공데이터
5월 14일은 학교 창립기념일로 재량휴업일입니다.,일정,학교알리미_공공데이터
학예회는 7월 15일(토) 오전 10시에 강당에서 개최됩니다.,일정,학교알리미_공공데이터
진로 체험의 날 행사가 10월 3일(화)에 예정되어 있습니다.,일정,학교알리미_공공데이터
흡연 예방교육이 6월 중 실시될 예정이오니 학생들의 적극적인 참여를 바랍니다.,건강·안전,학교알리미_공공데이터
5월 20일(토) 오전 10시에 학부모 총회가 개최됩니다.,일정,학교알리미_공공데이터
"학교 교육활동 지원비 15,000원이 10월 19일에 지급됩니다.",비용,학교알리미_공공데이터
식중독 예방을 위해 여름철 개인 물병 및 도시락 관리에 주의해 주시기 바랍니다.,건강·안전,학교알리미_공공데이터
학교폭력 예방교육이 11월 21일에 실시될 예정이니 참여를 부탁드립니다.,건강·안전,학교알리미_공공데이터
"당뇨, 뇌전증 등 만성질환 학생은 보건 선생님께 상담 예약을 해 주세요.",건강·안전,학교알리미_공공데이터
비만 예방 건강교육이 7월 15일에 실시될 예정입니다.,건강·안전,학교알리미_공공데이터
"졸업 앨범 제작비 20,000원을 10월 12일까지 납부해 주시기 바랍니다.",비용,학교알리미_공공데이터
볼거리(유행성 이하선염) 증상 시 전염 기간 중 등교를 삼가 주시기 바랍니다.,건강·안전,학교알리미_공공데이터
학교폭력 예방 캠페인이 11월 15일에 실시됩니다.,일정,학교알리미_공공데이터
2026학년도 1학기 학사일정: 9월 17일 — 재량휴업일,일정,학교알리미_공공데이터
교내 CCTV 점검으로 인해 24일 오전 중 녹화가 일시 중단됩니다.,건강·안전,학교알리미_공공데이터
학부모 상담 주간은 9월 8일~10일입니다.,일정,학교알리미_공공데이터
2026학년도 4학년 대상 수두·MMR 예방접종 확인서를 5월 9일까지 담임 선생님께 제출해 주십시오.,건강·안전,학교알리미_공공데이터
교통안전 교육이 8월 17일에 실시될 예정입니다.,건강·안전,학교알리미_공공데이터
학교 소방 훈련이 10월 1일(월) 오전 10시에 실시될 예정입니다.,건강·안전,학교알리미_공공데이터
3월 27일은 학교 창립기념일로 재량휴업일입니다.,일정,학교알리미_공공데이터
2026학년도 1학기 방학식은 3월 3일(금)에 실시됩니다.,일정,학교알리미_공공데이터
"수학여행비 10,000원은 4월 10일까지 납부 바랍니다.",비용,학교알리미_공공데이터
입학식은 11월 13일(화) 오전 10시 30분에 체육관에서 실시됩니다.,일정,학교알리미_공공데이터
학교 운영위원회 회의가 6월 25일(수) 오후 4시에 열립니다.,일정,학교알리미_공공데이터
현장체험학습은 7월 20일(화) 오전 8시 50분에 출발합니다.,일정,학교알리미_공공데이터
학교폭력 예방교육이 4월 19일에 실시될 예정이니 참여를 부탁드립니다.,건강·안전,학교알리미_공공데이터
"학교 교육활동 지원비 10,000원이 3월 23일에 지급됩니다.",비용,학교알리미_공공데이터
2026학년도 1학기 학사일정: 6월 24일 — 봄 소풍(현장체험학습),일정,학교알리미_공공데이터
1학기 기말고사는 8월 17일(월)부터 19일(금)까지 실시됩니다.,일정,학교알리미_공공데이터
졸업식은 8월 8일(금) 오전 10시에 강당에서 거행됩니다.,일정,학교알리미_공공데이터
졸업식은 5월 3일(금) 오전 10시에 강당에서 거행됩니다.,일정,학교알리미_공공데이터
학부모 상담 주간은 4월 11일~13일입니다.,일정,학교알리미_공공데이터
"수학여행비 30,000원은 11월 24일까지 납부 바랍니다.",비용,학교알리미_공공데이터
2학기 중간고사 일정은 7월 23일~27일입니다.,일정,학교알리미_공공데이터
기초생활수급자 및 차상위계층 학생은 급식비 전액이 지원됩니다.,비용,학교알리미_공공데이터
학교생활기록부 기재 요령 안내 연수가 11월 5일에 실시됩니다.,일정,학교알리미_공공데이터
교육과정 설명회가 9월 5일(화) 오후 7시에 강당에서 열립니다.,일정,학교알리미_공공데이터
교육비 지원(교육복지) 신청을 원하시는 분은 9월 26일까지 학교로 문의해 주세요.,비용,학교알리미_공공데이터
공개수업 참관일은 10월 17일(목) 오전 10시~11시입니다.,일정,학교알리미_공공데이터
2026학년도 1학기 학사일정: 8월 18일 — 재량휴업일,일정,학교알리미_공공데이터
수학여행은 11월 12일(수)부터 14일(금)까지 2박 3일 일정으로 진행됩니다.,일정,학교알리미_공공데이터
방과후학교 2기 수강 신청 기간은 3월 9일~14일입니다.,일정,학교알리미_공공데이터
동아리 활동 발표회가 6월 27일(금) 오후 1시에 강당에서 개최됩니다.,일정,학교알리미_공공데이터
2026학년도 2학기 개학일은 11월 12일(월)입니다.,일정,학교알리미_공공데이터
흡연 예방교육이 10월 중 실시될 예정이오니 학생들의 적극적인 참여를 바랍니다.,건강·안전,학교알리미_공공데이터
학교 소방 훈련이 3월 8일(월) 오전 10시에 실시될 예정입니다.,건강·안전,학교알리미_공공데이터
입학식은 10월 9일(화) 오전 10시 30분에 체육관에서 실시됩니다.,일정,학교알리미_공공데이터
학교 운영위원회 회의가 10월 10일(수) 오후 4시에 열립니다.,일정,학교알리미_공공데이터
2026학년도 1학기 방학식은 11월 14일(금)에 실시됩니다.,일정,학교알리미_공공데이터
방과후학교 2기 수강 신청 기간은 9월 15일~20일입니다.,일정,학교알리미_공공데이터
공개수업 참관일은 10월 20일(목) 오전 10시~11시입니다.,일정,학교알리미_공공데이터
학교 운동회(체육대회)는 11월 8일(목) 오전 9시에 운동장에서 개최됩니다.,일정,학교알리미_공공데이터
시력 및 청력 검사가 10월에 실시될 예정이오니 안경 착용 학생은 지참 바랍니다.,건강·안전,학교알리미_공공데이터
학교폭력 예방교육이 4월 23일에 실시될 예정이니 참여를 부탁드립니다.,건강·안전,학교알리미_공공데이터
3월 24일(월)부터 27일(금)까지 여름방학입니다.,일정,학교알리미_공공데이터
수두 감염 확인 시 완치 후 등교 가능하오니 보건실에 연락 바랍니다.,건강·안전,학교알리미_공공데이터
"교복 구매 지원금 200,000원이 학부모 계좌로 11월 중 지급될 예정입니다.",비용,학교알리미_공공데이터
2026학년도 2학기 학사일정: 11월 13일 — 추석 연휴,일정,학교알리미_공공데이터
학교 소방 훈련이 7월 4일(월) 오전 10시에 실시될 예정입니다.,건강·안전,학교알리미_공공데이터
진로 체험의 날 행사가 10월 26일(화)에 예정되어 있습니다.,일정,학교알리미_공공데이터
수영 안전교육 이수 확인서를 4월 27일까지 담임 선생님께 제출 바랍니다.,건강·안전,학교알리미_공공데이터
졸업식은 8월 9일(금) 오전 10시에 강당에서 거행됩니다.,일정,학교알리미_공공데이터
5월 학교 안전점검 실시로 28일~32일 체육관 이용이 제한됩니다.,건강·안전,학교알리미_공공데이터
"방과후학교 수강료 30,000원을 11월 9일까지 학교 계좌로 입금 바랍니다.",비용,학교알리미_공공데이터
수업 공개의 날은 8월 13일(목)이며 오전 1~4교시 수업을 공개합니다.,일정,학교알리미_공공데이터
교육과정 설명회가 11월 11일(화) 오후 7시에 강당에서 열립니다.,일정,학교알리미_공공데이터
2026학년도 학사일정: 5월 4일 ~ 9일 — 학기 중 방학,일정,학교알리미_공공데이터
어린이 보호구역 내 불법 주정차 근절에 협조해 주시기 바랍니다.,건강·안전,학교알리미_공공데이터
2026학년도 1학기 학사일정: 9월 5일 — 봄 소풍(현장체험학습),일정,학교알리미_공공데이터
2026학년도 1학기 학사일정: 10월 28일 — 재량휴업일,일정,학교알리미_공공데이터
1학기 기말고사는 3월 20일(월)부터 22일(금)까지 실시됩니다.,일정,학교알리미_공공데이터
2026학년도 4학년 대상 수두·MMR 예방접종 확인서를 7월 22일까지 담임 선생님께 제출해 주십시오.,건강·안전,학교알리미_공공데이터
교원능력개발평가가 11월 7일부터 10일까지 실시됩니다.,일정,학교알리미_공공데이터
8월 6일(월)부터 10일(금)까지 여름방학입니다.,일정,학교알리미_공공데이터
현장체험학습은 4월 17일(화) 오전 8시 50분에 출발합니다.,일정,학교알리미_공공데이터
성폭력·성희롱 예방교육이 8월에 실시됩니다.,건강·안전,학교알리미_공공데이터
교육비 지원(교육복지) 신청을 원하시는 분은 6월 15일까지 학교로 문의해 주세요.,비용,학교알리미_공공데이터
방과후학교 2기 수강 신청 기간은 9월 10일~12일입니다.,일정,학교알리미_공공데이터
"학부모 부담 경비 70,000원은 분할 납부가 가능합니다.",비용,학교알리미_공공데이터
"방과후학교 수강료 200,000원을 11월 27일까지 학교 계좌로 입금 바랍니다.",비용,학교알리미_공공데이터
1학기 기말고사는 10월 25일(월)부터 26일(금)까지 실시됩니다.,일정,학교알리미_공공데이터
2026학년도 1학기 방학식은 11월 24일(금)에 실시됩니다.,일정,학교알리미_공공데이터
