"text","category"
"방과후코디실(02-2699-4785(내선829))로 연락 주세요.","기타"
"수강료 납부: 2022년 9월 19일(월) ~ 9월 22일(목)까지 스쿨뱅킹 자동이체 또는 신용카드 납부","비용"
"아울러 2학기 코로나19 대응관리를 위한 자가검사키트(신속항원검사도구)를 배부해 드리니 가정에서 증상 발생 시 사용하시기 바랍니다.","건강·안전"
"증상 발생 시 개인별 자체 검사를 실시합니다.","건강·안전"
"자가진단 앱에 검사 결과를 입력합니다.","건강·안전"
"양성인 경우 담임교사에게 연락 후 등교중지 및 PCR검사 또는 전문가용 신속항원검사를 받습니다.","건강·안전"
"모든 실내 마스크 의무 착용, 실외는 착용의무 해제입니다.","건강·안전"
"단, 50인 이상 참석하는 실외집회, 50인 이상 관람하는 실외 공연 스포츠 경기는 착용 의무 유지입니다.","건강·안전"
"등교 전 자가진단 앱 매일 참여(본인 임상증상유무, 검사유무)","건강·안전"
"등교 전 유증상이면 등교중지하고 신속하게 검사합니다.","건강·안전"
"검사 결과 '음성'이면 등교(출근) 가능하나, 증상이 지속되거나 심해지면 의료기관 방문 진료 검사를 실시합니다.","건강·안전"
"신속하게 검사(자가검사, 의료기관 방문 등), 검사 결과 '음성'이면 등교(출근) 가능합니다.","건강·안전"
"확진 시 방역당국 지침에 따라 격리기간(7일 의무) 및 수칙을 준수합니다.","건강·안전"
"확진되면 자가진단앱에 ""방역기관 통보 내역""을 등록합니다.","건강·안전"
"격리해제 후 3일간 주의 권고 기간으로 KF94마스크를 상시 착용합니다.","건강·안전"
"감염 위험도 높은 시설 이용(방문) 제한, 사적 모임을 자제합니다.","건강·안전"
"동거인 확진 시 10일간 수동감시를 권고합니다.","건강·안전"
"3일 이내 PCR 검사 또는 전문가용 신속항원검사, 음성시 6~7일차에 신속항원검사를 권고합니다.","건강·안전"
"PCR검사 후 음성으로 확인될 때까지 자택 대기를 권고합니다.","건강·안전"
"어린이(만 13세 미만) 운전 금지입니다.","건강·안전"
"어린이 운행 적발 시 보호자 처벌(과태료 10만원)을 받습니다.","건강·안전"
"운전 시 원동기 면허 이상을 보유해야 합니다.","건강·안전"
"안전모(헬멧) 착용을 반드시 합니다.","건강·안전"
"동시에 두 명 이상 탑승을 금지합니다.","건강·안전"
"교통신호를 준수하고 자전거 도로를 이용해 통행합니다.","건강·안전"
"횡단보도를 건널 경우 내려서 밀면서 걸어서 횡단합니다.","건강·안전"
"STOP(멈춘다), LOOK(좌우를 살핀다), GO(건넌다)를 실천합니다.","건강·안전"
"횡단보도를 건널 때 녹색 불이더라도 차량을 확인한 후 좌우를 살피며 건너갑니다.","건강·안전"
"절대 무단횡단을 하지 말고 조금 멀더라도 반드시 신호등이 있는 횡단보도를 이용합니다.","건강·안전"
"등하교 시 시간적 여유를 갖고 미리 준비하여 서두르는 일이 없도록 합시다.","건강·안전"
"보행 중 휴대폰 사용을 금지하며 친구와 장난치지 않습니다.","건강·안전"
"어린이 운행 적발 시 보호자 처벌(과태료 10만원)","건강·안전"
"운전 시 원동기 면허 이상 보유","건강·안전"
"안전모 (헬멧) 착용","건강·안전"
"동시에 두 명 이상 탑승 금지","건강·안전"
"교통신호를 준수하고 자전거 도로를 이용해 통행","건강·안전"
"횡단보도를 건널 경우 내려서 밀면서 걸어서 횡단","건강·안전"
"등하굣길 교통안전 수칙 1. STOP(멈춘다), LOOK(좌우를 살핀다), GO(건넌다)","건강·안전"
"신종 코로나 오미크론의 확산세가 아직도 계속되고 있어 본교는 새 학기 적응 주간을 3.7.(월) ~ 3.11(금)까지 연장하여 학사일정을 운영하고자 하오니 유념하시고 많은 협조 부탁드립니다.","일정"
"또한 3.4.(금)부터 교육청에서 제시한 학사운영 지표에 따라 원격수업운영이 이루어짐을 안내드립니다.","일정"
"3.7(월) ~ 3.11.(금) 학사운영 안내 블렌디드수업 : 교실수업 30분 과제학습 10분으로 진행합니다.","일정"
"학교폭력을 선제적으로 예방하고자 운영되는 카카오톡 채널 ""스쿨벨"" 구독을 통한 참여","기타"
"또한 돌봄교실에 참여하는 학생들은 담당선생님께서 연락하실 예정이며 긴급돌봄이 필요한 경우 학교종이 앱에서 9.5.(월) 20시까지 신청바랍니다.","제출"
"점심: 도시락 지참","준비물"
"준비물: 개인 자율학습에 필요한 자료(개별 준비)","준비물"
"변경 활동 장소 : 기존 쎄일마트 앞 2번 자리 학부모님이 버거킹 앞 횡단보도로 변경","일정"
"버거킹 앞 담당 학부모님께서는 학생들이 상아마트 쪽으로 건널 수 있도록 지도 부탁드립니다.","기타"
"마스크는 개인이 지참하며 깃발, 터치식 호루라기 및 위생장갑은 보안관실 뒤 식당입구 쪽 녹색실에 비치되어 있으니 활용하시면 됩니다.","준비물"
"선출 시기: 학부모 및 교원위원은 2022. 3. 21일까지, 지역위원는 2022. 3. 30일까지 선출","일정"
"학부모위원: 전자투표로 선출합니다.","제출"
"1) 질서를 지키고 안전하게 행동을 합니다.","건강·안전"
"2) 이동할 때에는 차례대로 질서를 지킵니다.","건강·안전"
"3) 몸에 이상이 있으면 즉시 선생님께 말씀드립니다.","건강·안전"
"4) 실내에서 반드시 마스크를 잘 씁니다.","건강·안전"
"1) 정해진 자리에 앉아 안전벨트를 맵니다.","건강·안전"
"2) 운행 중에는 일어서서 돌아다니지 않습니다.","건강·안전"
"3) 버스 안에서 큰 목소리로 말하거나 떠들지 않습니다.","건강·안전"
"4) 버스 안에서 음식을 섭취하지 않습니다.","건강·안전"
"1) 선생님의 안내에 따라 질서 있게 활동합니다.","건강·안전"
"학교에서는 어린이 안전사고 예방을 위하여 사전 지도하고 있으며 가정에서도 철저한 예방지도를 바랍니다.","건강·안전"
"코로나19로 그동안 실시하지 못했던 현장체험학습을 다음과 같이 실시하고자 하오니, 아래의 내용을 확인하시고 9월 15일(목)까지 학교종이 앱으로 참가여부를 선택해 주시기 바랍니다.","제출"
"2. 장소: 파주벽초지수목원(경기도 파주시)","일정"
"3. 납부기간 및 방법: 2022년 9월 27일(화)-30일(금) 스쿨뱅킹 또는 신용카드","비용"
"14. 준비물: 간편 복장, 도시락, 물, 간식, 휴지, 비닐봉지, 멀미예방 등","준비물"
"18. 아래의 내용을 확인하시고 9월 15일(목)까지 학교종이 앱으로 참가여부를 신청해주시기 바랍니다","제출"
"21. 3. 납부기간 및 방법: 2022년 9월 27일(화)-30일(금) 스쿨뱅킹 또는 신용카드","비용"
"32. 14. 준비물: 간편 복장, 도시락, 물, 간식, 휴지, 비닐봉지, 멀미예방 등","준비물"
"38. 20. 3. 납부기간 및 방법: 2022년 10월 17일(월)~20일(목) 스쿨뱅킹 또는 신용카드","비용"
"40. 22. 5. 1인당 예상 현장체험학습비: 59,950원","비용"
"49. 31. 준비물: 간편 복장(운동화 착용), 크로스백 등 메는 보조가방, 개인 물통, 휴지, 비닐봉지 1-2개, 손목시계, 멀미예방약 등","준비물"
"현장체험학습 참가 신청서 보호자 ( 서명) 서울신월초등학교장 귀하 안전하고 신나는 체험학습 기본적으로 지킬 일 1) 질서를 지키고 안전하게 행동을 합니다.","제출"
"2. 장소: 키자니아 서울(서울 송파구 올림픽로 240)","일정"
"3. 납부기간 및 방법: 2022년 10월 17일(월)~20일(목) 스쿨뱅킹 또는 신용카드","비용"
"6. 일정: 09:00 학교 출발 - 인원 확인 및 탑승","일정"
"준비물: 간편 복장(운동화 착용), 크로스백 등 메는 보조가방, 개인 물통, 휴지, 비닐봉지 1-2개, 손목시계, 멀미예방약 등","준비물"
"2. 장소: 롯데월드(서울 송파구 올림픽로 240)","일정"
"3. 납부기간 및 방법: 2022년 9월 27일(화)~30일(금) 스쿨뱅킹 또는 신용카드","비용"
"준비물: 간편 복장(운동화 착용), 크로스백 또는 메는 가방, 도시락, 개인 물통, 간식, 휴지, 물티슈, 비닐봉지 1-2개, 멀미예방약 등","준비물"
"참가신청 후 체험학습 당일에 불참하면 교통비를 제외한 비용(체험비)만 환불 처리됨","기타"
"영상 게시기간: 9월 17일(토) 자정까지(이후 비공개 전환)","일정"
"신청기간 1차: 3월 3일(목) 오후 12:30~해당 프로그램 시작 전까지(3월 7일~11일 프로그램 신청)","일정"
"신청기간 2차: 3월 8일(화) 오후 12:30~해당 프로그램 시작 전까지(3월 14일~19일 프로그램 신청)","일정"
"신청기간 3차: 3월 15일(화) 오후 12:30~해당 프로그램 시작 전까지(3월 21일~25일 프로그램 신청)","일정"
"신청기간 4차: 3월 22일(화) 오후 12:30~해당 프로그램 시작 전까지(3월 28일~31일 프로그램 신청)","일정"
"교육신청: 네이버 카페(https://cafe.naver.com/sensec1)를 통해 사전 신청","제출"
"마음방역 카페 접속 후 ""우리집 가족놀이 신청서"" 카테고리 확인","제출"
"매주 신청 게시글에서 ""우리집 가족 놀이 3월 1차 신청"" 등 댓글로 날짜, 시간, 프로그램, 인원수 작성","제출"
"코로나19로 그동안 실시하지 못했던 현장체험학습을 실시하고자 하오니 아래 내용을 확인하시고 9월 16일(금)까지 학교종이 앱으로 참가여부를 신청해주시기 바랍니다.","제출"
"체험시설이용 예절: 식사는 정해진 장소에서 모둠 친구들과 함께 하고 쓰레기는 지정된 장소에 버리거나 되가져가기","건강·안전"
"체험시설이용 예절: 용돈을 아껴 쓰고 불필요한 물건을 사지 않기","건강·안전"
"체험시설이용 예절: 놀이기구를 탈 때에는 안내에 따라 안전벨트를 매고 제대로 잘 장착되었는지 운행 요원의 확인 받기","건강·안전"
"체험시설이용 예절: 놀이기구를 탈 때 떨어질 수 있는 물건은 가지고 타지 않기","건강·안전"
"체험시설이용 예절: 놀이기구가 정차하기 전 안전장치를 풀지 않고 안내 기다리기","건강·안전"
"성교육: 낯선 사람 따라가지 않기","건강·안전"
"성교육: 선생님 및 친구들과 함께 있기(외진 곳에 혼자 가지 않기)","건강·안전"
"성교육: 화장실 출입 시 자신의 옷 정리 잘하기","건강·안전"
"성교육: 친구의 허락 없이 사진, 동영상 등을 촬영하지 않기","건강·안전"
"성교육: 자신의 몸 소중히 여겨 노출하지 않기","건강·안전"
"성교육: 자신의 몸을 다른 사람들 앞에서 만지거나 하는 등의 행위 하지 않기","건강·안전"
"학교폭력 및 성폭력 예방: 시비가 붙지 않도록 주의하기(눈싸움 하지 않기 등)","건강·안전"
"학교폭력 및 성폭력 예방: 친구들과 음식 등으로 다투거나 요구하지 않기","건강·안전"
"학교폭력 및 성폭력 예방: 친구 간에도 예의를 지키고 모둠별로 움직이다가 누군가를 소외 시키는 행동을 하지 않기","건강·안전"
"학교폭력 및 성폭력 예방: 남의 옷차림이나 용모를 가지고 평가하거나 비웃지 않기","건강·안전"
"학교폭력 및 성폭력 예방: 성적 수치감이 들 수 있는 언행을 삼가기","건강·안전"
"학교폭력 및 성폭력 예방: 친구(특히 이성 친구)사이에 예절 바른 언어를 사용하기","건강·안전"
"학교폭력 및 성폭력 예방: 노출이 심한 옷은 삼가고 단정한 복장을 착용하기","건강·안전"
"학교폭력 및 성폭력 예방: 성희롱·성폭력을 목격 및 피해를 당했을 경우 즉시 담임선생님께 신고하기","건강·안전"
"학교폭력 및 성폭력 예방: 신체접촉은 절대 금지하며 신체에 대해 놀리지 않고 친구가 불쾌하게 여기는 별명 부르지 않기","건강·안전"
"학교폭력 및 성폭력 예방: SNS 상에서 올바른 언어를 사용하기","건강·안전"
"학교폭력 및 성폭력 예방: 친구들의 사진이나 동영상을 허락 없이 촬영하지 않고 SNS 상에 올리지 않기","건강·안전"
"하교안전교육: 버스 안에 놓고 내리는 물건이 없는지 자기 물건을 잘 챙기기","건강·안전"
"하교안전교육: 부모님(보호자)께 연락하기","건강·안전"
"하교안전교육: 하교 후 곧바로 집으로 가며 PC방, 친구 집에 가서 놀지 않기","건강·안전"
"하교안전교육: 집으로 돌아가서 짐을 풀고 손, 발 등 깨끗하게 씻기","건강·안전"
"안전교육 현장학습 당일 지킬 일 버스 차례차례 승차 및 하차하기 야외에서 차례차례 2줄씩, 인솔자와 함께 다니기 자연을 사랑하고 훼손하지 않도록 한다.","건강·안전"
"정해진 길만 다니고 허락된 장소 이외에는 가지 않는다. 풀밭에 함부로 들어가지 않고 해충에 유의한다.","건강·안전"
"안전수칙을 준수하고 지시에 따르며 올바르게 이용한다. 활동 중에 선생님의 지시에 따르고 장난을 치지 않도록 한다.","건강·안전"
"코로나 상황이 아직 끝나지 않은 점을 고려하여 학교 방문시 방역수칙을 지켜주시고 건강이 우려되는 분은 아쉽지만 학교방문을 자제해주시면 감사하겠습니다.","건강·안전"
"가입비용: 11,000원(단말기 구매비용), 2,750원(단말기 운송료), 총 13,750원(최초 1회 결제)","비용"
"앱 설치: 구글 플레이스토어 및 아이폰 앱스토어에서 'T안심알리미' 검색 후 설치","기타"
"Step 1: APP 설치 및 서비스 이용약관 동의, 전화번호 중복 검사","제출"
"Step 2: 희망자 서비스 상품 선택 후 지역 학교 선택","제출"
"Step 3: (이벤트) 02-28 지원 상품 서비스 신청 및 자녀정보 입력","제출"
"9월 23일(금)까지 학교종이 앱으로 참가여부를 신청해주시기 바랍니다.","제출"
"장소: 용인 에버랜드 (경기도 용인시 처인구 포곡읍)","일정"
"납부기간 및 방법: 2022년 10월 17일(월) ~ 20일(목) 스쿨뱅킹 또는 신용카드","비용"
"체험비: 19,000원 (놀이기구 체험 및 사파리 등 관람비)","비용"
"준비물: 도시락, 간편 복장(운동화 착용), 크로스백 등 메는 보조가방, 개인 물통, 휴지, 비닐봉지 1-2개, 멀미예방약 등","준비물"
"1. 수업공개 기간 (시간) : 2022. 9. 21.(수) 2교시(9:50~10:30) - 담임교사3교시(10:40~11:20) - 교과전담교사2. 수업공개 대상 : 1~6학년 학부모3. 참관 방법 1) 해당 시간에 자녀 교실로 방문하여 수업 참관2) 수업 참관 후 수업 참관록 을 작성 - 자녀지도 피드백 자율로 활용","일정"
"단말기는 수령 후 동봉된 사용설명서와 같이 단말기 번호 등록 후 가방에 착용해 주시기 바랍니다.","기타"
"이벤트 상품 신청기간 : 9.19(월) ~ 10.31(월) (신청기간 이후에는 일반 유료 상품으로 가입 가능) 2022년 9월 19일 서울신월초등학교장 서비스 신청 안내 아래 순서대로 설치하고 신청하세요.","일정"
"(1년 요금 : 33,0원 / 중도 해지 시 환불) 기초생활수급자, 차상위계층, 한부모가정, 장애인은 서비스 무료기간 종료 1개월 전 별도안내가 제공 됩니다.","비용"
"현장체험학습 참가 신청서 2022학년도 6학년 현장체험학습에 참가를 희망하여 신청서를 제출합니다.","제출"
"3. 납부기간 및 방법 : 2022년 10월 17일(월) ~ 20일(목) 스쿨뱅킹 또는 신용카드","비용"
"준비물 : 도시락, 간편 복장(운동화 착용), 크로스백 등 메는 보조가방, 개인 물통, 휴지, 비닐봉지 1-2개, 멀미예방약 등","준비물"
"교통안전 - 교통수단 안전 이용방법 : 승차, 하차할 때 차례를 지켜 한 사람씩 천천히 타고 내리기","건강·안전"
"다른 사람에게 방해되는 장난이나 행동하지 않기","건강·안전"
"차량이 완전히 정차한 후에 차례를 지켜 내리기","건강·안전"
"쓰레기는 준비해 온 봉투에 넣기","건강·안전"
"체험시설이용 예절 - 차례 지키기, 인솔교사와 함께 다니기","건강·안전"
"궁금한 점은 조용히 질문하기, 청결하게 사용하기","건강·안전"
"성교육 - 낯선 사람 따라가지 않기, 선생님 및 친구들과 함께 있기(외진 곳에 혼자 가지 않기)","건강·안전"
"화장실 출입 시 자신의 옷 정리 잘하기","건강·안전"
"자신의 몸 소중히 여겨 노출하지 않기","건강·안전"
"학교폭력 및 성폭력 예방 - 시비가 붙지 않도록 주의한다(눈싸움 하지 않기 등)","건강·안전"
"다른 학생에게 음식 등으로 다투거나 요구하지 않는다","건강·안전"
"친구 간에도 예의를 지키고 모둠별로 움직이다가 누군가를 소외시키지 않도록 주의한다","건강·안전"
"남의 옷차림이나 용모를 가지고 평가하거나 비웃지 않는다","건강·안전"
"성적 수치감이 들 수 있는 언행을 삼간다","건강·안전"
"친구(특히 이성 친구)사이에 예절 바른 언어를 사용한다","건강·안전"
"노출이 심한 옷은 삼가고, 단정한 복장을 착용한다","준비물"
"성희롱 성폭력을 목격 및 피해를 당했을 경우 즉시 담임선생님께 신고하도록 한다","건강·안전"
"운영기간 : 2022. 10. 4.(월) ~ 2022. 10. 31.(월)","일정"
"신청기간 : 2022. 9. 21.(수) ~ 9. 26.(월)","일정"
"신청방법 : 온라인 URL 접속 신청 http://ksurv.kr/?d7175","제출"
"10월 중 참여 희망일자 선택 신청(공휴일 제외)","제출"
"모집기간 : 2022. 9. 23.(금) ~ 2022. 9. 30.(금)","일정"
"신청정보 : 성명, 성별, 연령, 주소, 연락처, e-mail 주소 등","제출"
"학부모는 자녀 수 및 자녀취학학교명, 교사는 소속학교 및 교직경력 기재","제출"
"3. 1인당 현장체험학습비 : 42,780원","비용"
"납부방법 9월 27(화)~30일(금)까지 스쿨뱅킹 또는 신용카드 납부","비용"
"참가 신청 후 개인 사정으로 참여하지 못할 경우 교통비를 제외한 금액만 환불","기타"
"2. 장소 : 파주 벽초지수목원 그린스쿨 (경기도 파주시 광탄면 부흥로 242)","일정"
"신청 순서: 학년반 선택 - 학교안내문 - 설문응답하기 - 응답제출","제출"
"신청기간 : 2022. 3. 9.(수) 10:00 ~ 3. 10.(목) 오후 18:00","일정"
"1학년 현장체험학습 참가비를 9월 27(화)~30일(금) 기간 동안 신청하신 수익자부담경비 납부 계좌인 스쿨뱅킹 또는 신용카드를 통해 납부 바랍니다.","비용"
"정산 후 잔액 1인당 1천원 미만 시 학습준비물로 지원합니다.납부방법9월 27(화)~30일(금)까지 스쿨뱅킹 또는 신용카드 납부2022. 9. 27.서울신월초등학교장","비용"
"납부방법 9월 27(화)~30일(금)까지 스쿨뱅킹 또는 신용카드 납부 내역 금액 내역 비고 입장료 및 체험비 15,0원 입장료 및 체험활동비 교통비 27,780원 550,0원x 5대 99 명 학생 92명 교사 7명 계 42,780원 참가 신청 후 개인 사정으로 참여하지 못할 경우 교통비를 제외한 금액만 환불합니다.","비용"
"2학년 현장체험학습 참가비를 9월 27(화)~30일(금) 기간 동안 신청하신 수익자부담경비 납부 계좌인 스쿨뱅킹 또는 신용카드를 통해 납부 바랍니다.","비용"
"납부방법 9월 27(화)~30일(금)까지 스쿨뱅킹 또는 신용카드 납부 내역 금액 내역 비고 입장료 및 체험비 16,0원 입장료 및 체험활동비 교통비 27,500원 550,0원x 5대 100 명 학생 92명 교사 8명 계 43,500원 참가 신청 후 개인 사정으로 참여하지 못할 경우 교통비를 제외한 금액만 환불합니다.","비용"
"선택 후 응답제출 클릭 5 응답제출결과 수정은 반드시 PC이용!-설문 제출 후에는 아래 설문응답하기 가 ""응답 확인""으로 변경됨-응답 후 제출결과를 수정하실 때에는 응답 확인 클릭 6응답수정 클릭해 과목 다시 클릭(단 설문응답 기간인 ~3/10 18시까지만)7다시 선택하여 응답제출 클릭하면 끝!- 수강을 취소할 경우 : 과목 선택해제 후 ""응답회수"" 클릭방과후 온라인 신청 시 궁금한 사항은 (선착순 추가 접수 시작일: 3/9, 수, 10시)- 종합방과후 코디실방과후지원실 02)2699-4785(내선829)- 각 강좌문의 는 해당 강사님께 문의해주세요. 신청기간에 휴일이 포함되어있어 휴일 문의는 문자(학년반/이름/문의내용)로 남겨주세요. 수강신청 확인 및 정정 학교종이-학년반-학교안내문(방과후 1분기신청)- 응답확인하기에서 확인할 수 있습니다.(신청기간 이전에는 설문참여 안됨)접수기간 내에는 응답확인하기에서 응답수정이 가능합니다.(단 PC에서만 가능)강좌를 희망하지 않으실 경우에는 응답회수를 꼭 해주시기 바랍니다.대기자일 경우 정원내 취소자가 발생할 경우 자동으로 정원으로 신청이 됩니다.(강좌를 희망하지 않으실 경우에는 대기자의 경우라도 취소를 꼭 해주세요.)접수기간 종료 후 취소를 희망하실 경우에는 방과후코디실( 02-2699-4785(내선829)로 연락주세요.(접수기간 외에는 온라인에서 수강취소가 되지 않습니다/ 상담시간 13:00~16:30추가 신청기간 2022년 3월 9일(수) 10:00 ~ 3월 10일(목) 18:00- 수강 기간 : 2022년 3월 14일(월) ~ 6월 3일(금) - 수강료 납부 : 2022년 3월 31일(목) ~ 4월 5일(화)까지 스쿨뱅킹 자동이체 또는 신용카드 납부 2022학년도 1분기 방과후학교개설 확정 강좌 및 추가 신청 안내 제2022-19호 부패행위, 공익침해, 부정청탁, 행동강령 위반은 이메일 cleanedu@sen.go.kr / 1588-0260로 신고 장소 월 화 수 목 금해누리터(본관2층) 로봇공학이기림, 010-5123-57A 13:40~15:20B 15:30~17:10 별누리터(본관2층) 쏙쏙 한자속독배현정, 010-6302-7869A 13:40~15:20B 15:30~17:10 실과실(본관4층) 미니어처김경례, 010-6217-8179A 12:50~14:30B 14:40~16:20 창의요리안주란, 010-8909-4623A 13:40~15:20B 15:30~17:10 창의과학실험여성희, 010-4308-4312A 13:40~15:20B 15:30~17:10 창의큐브송미애, 010-9906-0810A 12:50~14:30B 14:40~16:20 교과1실(본관4층) 독서논술김미선, 010-7927-9769A 12:50~14:30B 14:40~16:20 우쿨렐레권명숙, 010-3217-8862A 13:40~15:20B 15:30~17:10 IQ바둑&체스최난희, 010-8554-9646A 13:40~15:20B 15:30~17:10 창의미술김라연, 010-8774-0769A 12:50~14:30B 14:40~16:20 교과4실(서관2층) 종이접기와 클레이공성원, 010-3745-1061A 13:40~15:20 움직이는스마트 레고블록김수진, 010-8140-1728A 13:40~15:20B 15:30~17:10 주산암산박연식, 010-3167-8644A 12:50~14:30B 14:40~16:20 원어민 영어 교실 / 한국인 강사.","제출"
"(단, 교재/재료가 이미 주문되었거나 배부된 경우, 교재/재료비는 환불되지 않습니다.) 구분 내용 교육기간 2022. 3. 14(월) ~ 2022. 6. 3.(금), 월,화:12회, 수,목,금:11회 신청방법 ""학교종이앱""을 통해 선착순으로 이루어집니다.(각 강좌 정원-20명, 정원 초과시 대기번호 배정) 자세한 방법은 6~7페이지 참고해주세요..","일정"
"신청기간 2022. 3. 9.(수) 10:00 ~ 3. 10.(목) 오후 18:00 까지, 선착순 마감, 대기인원 5명 수강료 납부방법 3. 31.(목) ~ 4. 05.(화) 스쿨뱅킹 출금 예정, 스쿨뱅킹 자동이체 또는 신용카드 납부 납부기한 내 스쿨뱅킹 통장으로 입금하시면 자동 납부 처리되오니 통장 잔액 꼭 확인 부탁드립니다.","비용"
"김라연010-8774-0769 대면(비대면 가능) B 3-6 14:40~16:20 금 주산암산 A 1-2 12:50~14:30 교과4실(서관2층) 수강료 85,360원(11회)교재비24,0원 -손가락 사용(좌뇌)과 암산(우뇌)을 이용하여 균형 있는 두뇌발달에 도움을 주며 ""신속하고 정확한 계산능력과 기억력과 집중력""을 향상시켜 학습에 긍정적 영향을 줍니다.-개인별 진도에 따른 1:1 맞춤 수업으로 급수검정시험 및 전국 주산암산대회에 참가하여 학습에 대한 성취감을 심어주며 온라인 학습으로 시너지효과가 있습니다.","비용"
"박연식010-3167-8644 대면(비대면 가능) B 3-6 14:40~16:20 프로그램 소개 반명 학년 시 간 학습내용 수강료및 교재비 교재명/교재비 Starter 1-2 월,금 13:00~13:40(40분) 노래와 챈트로 배우는 Phonics파닉스와 사이트워드를 기초로 한 읽기주제별 어휘학습과 이를 활용한 ActivityA 수강료 193,230원12주(57회)교재비16,0원~65,600원( 수준별상이 ) Jungle Phonics 1 Jungle Phonics 2 Hang Out Starter 하루 한장 English BITE 알파벳쓰기 화,수,목 13:40~14:20(40분) A 2-3 월,금 13:50~14:30(40분) 기본 음가와 파닉스 마무리 완성하기파닉스에 근거한 리딩으로 연계하는 학습 주제별 어휘와 기초회화를 활용한 Activity Jungle Phonics 2Jungle Phonics 3Big Show 1하루 한장 English BITE 초등 화,수,목 14:30~15:10(40분) B 3-5 월,금 14:40~15:30(50분) 초등 기본 영어회화 학습영어 문장의 토대를 세우는 기초 문법다양한 어휘력 향상 수강료 241,680원12주(57회)교재비16,0원~65,600원( 수준별상이 ) Reading Future Dream 1 Guided Writing 1Big Show 2 하루 한장 English BITE 초등 화,수,목 15:20~16:10(50분) C 3-6 월,금 15:40~16:30(50분) 초등 중급 영어회화 학습 독해를 통한 문법/ 듣기/ 말하기의 연계 학습영어적 사고로 자연스럽게 확장 Reading Future Discover 1Grammar Galaxy 1Hang Out 3하루 한장 English BITE 초등 화,수,목 16:20~17:10(50분) 강 사 소 개원어민 강사 Native Teacher.","비용"
"방과후학교 온라인 수강신청방법 모바일, PC / 종이 신청서는 받지 않음 !!신청 순서: 학년반- 학교안내문- 설문응답하기- 응답제출(수정시 PC로만: 학년반- 학교안내문- 응답 확인 - 응답수정- 응답제출 ) 1 신청하고자 하는 학생의 학년반 클릭( 다자녀 신청 경우 각 학생의 학년 반에서 신청 ) 2 학교안내문 클릭아래 설문응답하기클릭 후 신청 3 설문기간(2022. 3. 9.(수) 10:00 ~ 3. 10.(목) 오후 18:00)이전에는 과목 및 응답제출 비활성화 과목 옆 클릭하면 상세정보 확인가능(교재 및 재료비는 조정될 수 있음) 사전에 배부된 안내문 및 설문 들어가 강좌 확인(학교홈페이지 방과후프로그램별 1분기 수업계획서 참고) 4 방과후학교신청 설문기간에 로 들어가 수강할 과목(클릭함과 동시에 선착순 등수, 대기번호 확인가능).","제출"
"선택 후 응답제출 클릭 5 응답제출결과 수정은 반드시 PC이용!-설문 제출 후에는 아래 설문응답하기 가 ""응답 확인""으로 변경됨-응답 후 제출결과를 수정하실 때에는 응답 확인 클릭 6 응답수정 클릭해 과목 다시 클릭(단 설문응답 기간인 ~3/10 18시까지만) 7 다시 선택하여 응답제출 클릭하면 끝!- 수강을 취소할 경우 : 과목 선택해제 후 ""응답회수"" 클릭 방과후 온라인 신청 시 궁금한 사항은 (선착순 추가 접수 시작일: 3/9, 수, 10시)- 종합방과후 코디실방과후지원실 02)2699-4785(내선829)- 각 강좌문의 는 해당 강사님께 문의해주세요. 신청기간에 휴일이 포함되어있어 휴일 문의는 문자(학년반/이름/문의내용)로 남겨주세요. 수강신청 확인 및 정정 학교종이-학년반-학교안내문(방과후 1분기신청)- 응답확인하기에서 확인할 수 있습니다.(신청기간 이전에는 설문참여 안됨)접수기간 내에는 응답확인하기에서 응답수정이 가능합니다.(단 PC에서만 가능)강좌를 희망하지 않으실 경우에는 응답회수를 꼭 해주시기 바랍니다.대기자일 경우 정원내 취소자가 발생할 경우 자동으로 정원으로 신청이 됩니다.(강좌를 희망하지 않으실 경우에는 대기자의 경우라도 취소를 꼭 해주세요.)접수기간 종료 후 취소를 희망하실 경우에는 방과후코디실( 02-2699-4785(내선829)로 연락주세요.(접수기간 외에는 온라인에서 수강취소가 되지 않습니다/ 상담시간 13:00~16:30추가 신청기간 2022년 3월 9일(수) 10:00 ~ 3월 10일(목) 18:00- 수강 기간 : 2022년 3월 14일(월) ~ 6월 3일(금) - 수강료 납부 : 2022년 3월 31일(목) ~ 4월 5일(화)까지 스쿨뱅킹 자동이체 또는 신용카드 납부","제출"
"3학년 현장체험학습 참가비를 9월 27(화)~30일(금) 기간 동안 신청하신 수익자부담경비 납부 계좌인 스쿨뱅킹 또는 신용카드를 통해 납부 바랍니다.","비용"
"체험비 22,000원","비용"
"교통비 25,950원","비용"
"참가 신청 후 개인 사정으로 참여하지 못할 경우 교통비를 제외한 금액만 환불합니다.","기타"
"납부방법: 9월 27(화)~30일(금)까지 스쿨뱅킹 또는 신용카드 납부","비용"
"3. 1인당 현장체험학습비: 37,700원","비용"
"체험비 23,000원","비용"
"교통비 14,700원","비용"
"신청기간 1차: 9월 27일(화) 오후 12시 30분~해당 프로그램 시작 전까지 (10월 4일~15일 프로그램 신청)","일정"
"신청기간 2차: 10월 11일(화) 오후 12시 30분~해당 프로그램 시작 전까지 (10월 17일~10월 31일 프로그램 신청)","일정"
