"text","category"
"교 재 교재명 : 저자 : 출판사 : (교재비: 원) 준비사항 수강생 준비물: 노트북(카메라 필수), 가능하면 줌쓰는 컴퓨터또는 핸드폰과 로 블록스 프로그래밍할 노트북을 별개 사용 추천함 주 주제 내 용 비고 1 로블록스 소개 및 프로그램 설치","준비물"
"준비사항: 마인크래프트 에듀케이션 프로그램 다운로드 (Microsoft Store에서 다운 가능)","준비물"
"준비사항: 줌(zoom) 수업 참여용 기기(태블릿 혹은 핸드폰), 인터넷이 연결된 실습용 컴퓨터(노트북 가능, 크롬 브라우저 설치 필요)","준비물"
"준비사항: ZOOM 수강용 PC나 노트북(웹캠, 스피커, 헤드셋 등), 파이썬 학습용 PC/노트북/스마트기기 중 하나, 인터넷(유선 또는 WIFI)","준비물"
"준비사항: 블렌더3D 소프트웨어(무료)","준비물"
"준비사항: 데스크탑 컴퓨터 (Windows 10 64비트, 쿼드코어 Intel 또는 AMD 2.5GHz 이상, 8GB RAM, DirectX 11 또는 DirectX 12 호환 그래픽 카드)","준비물"
"준비사항: 데스크톱 컴퓨터 (Windows 10 64비트, 쿼드코어 Intel 또는 AMD 2.5GHz 이상, 8GB RAM, DirectX 11 또는 DirectX 12 호환 그래픽 카드)","준비물"
"준비사항: 데스크톱 컴퓨터 (윈도우 10 64bit 또는 맥OS 10.14 모하비 이상)","준비물"
"교 재 없음 (강사 본인준비) 준비사항 수강생 준비물: 가위, 목공풀, 딱풀, 연필, 지우개 재료비 내역: 아크릴물감,클레이점토,캔버스,기타부자재 (재료비 총액: 60,0 원) 주 주제 내 용 비고 1 클레이공예 디저트 그립톡 디저트의 형태를 구상하고 클레이로 만들어 그립톡과 줄자에 붙여 완성한다.","비용"
"준비사항 수강생 준비물: 공책과 연필 또는 노트북, 태블릿 등 글을 쓸 수 있는 도구","준비물"
"출판사: 생명과학교육연구회 (교재비: 0원)","비용"
"준비사항 수강생 준비물: 필기도구, 가위, 테이프, 풀","준비물"
"재료비 내역: 50원/1회 택배비 50원 (재료비 총액: 650원)","비용"
"교 재 교재명 : 저자 : 출판사 : (교재비: 원) 준비사항 수강생 준비물: 사인펜, 필기도구, 풀, 가위, 줌 수업 준비 재료비 내역: 팝업북3권, 바인더, 북아트지, 택배비 (재료비 총액: 30,0원) 주 주제 내 용 비고 1 선사시대 이 돌멩이의 용도는?","비용"
"교 재 참고자료: 블렌더 공식 홈페이지 메뉴얼 준비사항 블렌더는 3D 모델링 소프트웨어로 컴퓨터 권장사양을 확인하여 신청해주시기 바랍니다.","기타"
"자기보고서는 작성 후 학생 지원기간 동안(교사추천 전까지) 수정이 가능하며, 메모장이나 한글에 작성하여 복사-붙여넣기 가 가능하므로 작성 시 참고 바람","제출"
"글자수 확인방법: 자기보고서에 답변을 입력하면 왼편에 입력한 글자의 byte가 표시됨 (또는, 한글에서 작성하는 경우 문서정보에서 글자수 확인 가능)","제출"
"제출서류 및 제출 방법 - 보호자 추천서 및 체크리스트(첨부5. 추천서 서식 참고), 주민등록등본(주소지 확인용) - 사회적배려대상자 전형으로 지원하는 경우 관련 증빙 서류 추가 제출 - 제출기간: 학생지원기간, 2024. 3. 25.(월) ~ 3. 29.(금) 17시까지 - 제출방법: 인편 제출하며, 사전에 전화(031-780-2699) 확인 바람 - 제출처: 주소지 소속 교육지원청으로 제출 성남지역: 성남시 분당구 양현로 20, 경기도성남교육지원청 2층 중등교육지원과(영재교육원) 마.","제출"
"2024학년도 4권역 교육지원청부설 영재교육원 1단계 프로그램 안내 초3,4학년 모집 현황 (프로그램별 세부 내용 확인) 수업 일정과 장소를 확인하고 수업 참여가 가능한 프로그램을 선택하여 지원바랍니다.","비용"
"꽃잎 도장찍기, 다각형 만들기 문어 잡기 게임 만들기 하늘을 나는 마녀 코딩하기 3T 대면 영재교육원 (광주푸른초) 4~6 4.30.(화) 16:00~18:30 E센서보드로 신나는 모험 떠나기(1) 로켓과 열기구 조작해 보기 멍멍 바둑이와 만나기 3T 대면 영재교육원 (광주푸른초) 7~9 5.07.(화) 16:00~18:30 E센서보드로 신나는 모험 떠나기(2) 요술 색연필로 계기판 꾸미기 미니 스캐너로 캠핑 놀이하기 3T 대면 영재교육원 (광주푸른초) 10~12 5.14.(화) 16:00~18:30 햄스터 로봇과 모험 떠나기(1) 도형을 그리고 동굴 탐험하기 노래를 만들어 작은 음악회 열기 3T 대면 영재교육원 (광주푸른초) 비교과 5.18.(토) 10:00~14:00 국립과천과학관 과거,현재,미래로 보는 과학관 이야기 4T 대면 국립 과천과학관 13~15 5.21.(화) 16:00~18:30 햄스터 로봇과 모험 떠나기(2) 코딩으로 얼음나라 탈출하기 친구들과 함께 햄스터 운동회 열기 3T 대면 영재교육원 (광주푸른초) 16~18 5.28.(화) 16:00~18:30 엔트리 인공지능 코딩 사연 읽어주는 인공지능 만들기 3T 비대면 네이버 웨일온 19~21 6.04.(화) 16:00~18:30 엔트리 인공지능 코딩 만능 번역 인공지능 만들기 3T 비대면 네이버 웨일온 22~24 6.11.(화) 16:00~18:30 엔트리 인공지능 코딩 인공지능 스피커 만들기 3T 비대면 네이버 웨일온 25~27 6.18.(화) 16:00~18:30 엔트리 인공지능 코딩 얼굴 인식 인공지능 만들기 3T 비대면 네이버 웨일온 28~30 6.25.(화) 16:00~18:30 엔트리 인공지능 코딩 사물 인식 인공지능 만들기 3T 비대면 네이버 웨일온 06.30.(일) 18시까지 제출 2단계 프로젝트 수행계획서 제출 구글_클래스룸 주제 창의적 문제해결 I'm Maker 관련교과 융합(수학,과학,정보) 지원대상 2024년 3월 기준 초등 3,4학년 수업장소 온라인(네이버 웨일온) 대면(광주푸른초) 구분 개강식 및 OT 교과 (온라인) 교과 (대면) 비교과 합계 시수 2 0 30 4 36 차시 일시(예정) 소주제 (수업내용) 시간 방법 장소 OT 4.18.(목) 17:00~19:00 - 영재교육원 교육과정 안내 및 프로그램 소개 - 온라인수업 길라잡이 수업 2T 온라인 네이버 웨일온 1~3 4.25.(목) 16:00~18:30 현대미술 속 과학 실험실 - 메이커가 뭐예요?","제출"
"- 프로젝트 팀 구성 및 주제 정하기 3T 대면 영재교육원 (광주푸른초) 19~21 6.13.(목) 16:00~18:30 문제 상황에 공감하기 - 팀워크 다지기 - 인터뷰, 설문조사 등 계획하기 3T 대면 영재교육원 (광주푸른초) 22~24 6.20.(목) 16:00~18:30 아이디어 생성하기 - 문제의 진짜 원인 찾기 - 아이디어 생성 및 팀 아이디어 선정하기 3T 대면 영재교육원 (광주푸른초) 25~27 6.27.(목) 16:00~18:30 프로토타입 제작하기 - 모델링 프로그램으로 프로토타입 제작하기 3T 대면 영재교육원 (광주푸른초) 28~30 7.04.(목) 16:00~18:30 프로토타입 공유하기 - 프로토타입을 활용하여 아이디어 발표하기 - 피드백 나눔 및 프로토타입 수정하기 3T 대면 영재교육원 (광주푸른초) 6.30.(일) 18시까지 제출 2단계 프로젝트 수행계획서 제출 구글_클래스룸 주제 숫자, 도형을 활용한 수학 디자인 관련교과 융합(수학, 과학) 지원대상 2024년 3월 기준 초등 3,4학년 수업장소 온라인(네이버 웨일온) 대면(광주푸른초) 구분 개강식 및 OT 교과 (온라인) 교과 (대면) 비교과 합계 시수 2 0 30 4 36 차시 일시(예정) 소주제 (수업내용) 시간 방법 장소 OT 4.18.(목) 17:00~19:00 영재교육원 교육과정 안내 및 프로그램 소개 온라인수업 길라잡이 수업 2T 온라인 네이버 웨일온 1~3 4.25.(목) 16:00~18:30 숫자 속 디자인 - 주사위 윷놀이를 통해 숫자와 친해지기 - 머긴스, NIM 게임을 통한 사칙연산 연습하기 - 매지믹서를 활용한 사칙연산 활용하기 3T 대면 영재교육원 (광주푸른초) 4~6 5.02.(목) 16:00~18:30 논리 추론 퍼즐 - 논리 추론 퍼즐 탐색하기 - 난이도별 논리 추론 퍼즐 도전하기 - 아인슈타인 문제 도전하기 3T 대면 영재교육원 (광주푸른초) 7~9 5.09.(목) 16:00~18:30 암호 탐색하기 - 암호 관련 용어 알아보기 - 고대 암호 알아보기 - 스키테일 암호 만들기 3T 대면 영재교육원 (광주푸른초) 10~12 5.16.(목) 16:00~18:30 암호 탐구하기 - 시저(카이사르) 암호 알아보기 - 실생활 속 암호 알아보기 - 현대의 암호 살펴보기 3T 대면 영재교육원 (광주푸른초) 13~15 5.23.(목) 16:00~18:30 도형 속 디자인 -탱그램 조각 탐구 -탱그램 조각으로 모형 만들기 -탱그램 조각으로 주변의 물품 모형 만들기 3T 대면 영재교육원 (광주푸른초) 비교과 5.18.(토) 10:00~14:00 국립과천과학관 과거,현재,미래로 보는 과학관 이야기 4T 대면 국립 과천과학관 16~18 5.30.(목) 16:00~18:30 펜토미노 퍼즐 알아보기 -펜토미노 조각 탐구 -펜토미노 조각으로 모형 만들기 -펜토미노 조각으로 주변의 물품 모형 만들기 3T 대면 영재교육원 (광주푸른초) 19~21 6.13.(목) 16:00~18:30 펜토미노로 도형 건축하기 -주어진 조각 활용하여 직사각형 평면 채우기 -펜토미노 조각 활용하여 정해진 도형 만들기 -나만의 도형 만들기 3T 대면 영재교육원 (광주푸른초) 22~24 6.20.(목) 16:00~18:30 소마큐브 조각 알기 -소마큐브 조각 탐구 -소마큐브 조각으로 모형 만들기 -소마큐브 조각으로 주변의 물품 모형 만들기 3T 대면 영재교육원 (광주푸른초) 25~27 6.27.(목) 16:00~18:30 소마큐브로 도형 건축하기 -주어진 조각 활용하여 정육면체 만들기 -소마큐브 조각 활용하여 정해진 입체물 만들기 -나만의 입체물 만들기 3T 대면 영재교육원 (광주푸른초) 28~30 7.04.(목) 16:00~18:30 나만의 입체퍼즐 만들기 -새로운 입체퍼즐 찾기 -새로운 입체퍼즐 조각 만들기 -퍼즐 조각 이용하여 육면체 만들기 3T 대면 영재교육원 (광주푸른초) 6.30.(일) 18시까지 제출 2단계 프로젝트 수행계획서 제출 구글_클래스룸 주제 나는야 창의융합 마술사!(A반) 관련교과 융합(과학,수학,정보) 지원대상 2024년 3월 기준 초3학년 수업장소 온라인(Zoom), 대면(창성중) 구분 OT 교과(온라인) 교과(대면) 과제발표회 합계 시수 2 0 22 2 26 차시 일시(예정) 소주제 (수업내용) 수업방식 수업장소 OT 4.25.(목) 16:30~18:00 영재교육원 교육과정 안내 및 프로그램 소개 온라인수업 길라잡이 수업 온라인 Zoom 1~3 4.30.(화) 16:00~18:00 마술 주사위로 알아보는 자석의 비밀 마술 시연 및 관찰 마술 도구 탐색(마술 속에 숨겨진 과학적 원리) 자석의 성질을 이용한 나만의 마술 도구 만들기 대면 영재교육원 (창성중) 4~6 5.07.(화) 16:00~18:00 마술 저금통으로 알아보는 거울과 렌즈의 비밀 마술 시연 및 관찰 마술 도구 탐색(마술 속에 숨겨진 과학적 원리) 거울과 렌즈의 성질을 이용한 나만의 마술 도구 만들기 대면 영재교육원 (창성중) 7~8 5.14.(화) 16:00~17:20 홀로그램으로 알아보는 빛의 비밀 플로팅 홀로그램 도구 제작 홀로그램 관찰 빛의 성질 대면 영재교육원 (창성중) 9-11 5.21.(화) 16:00~18:00 나는야 수와 연산 마술사 수학은 어떻게 인류의 역사를 바꾸었을까?","제출"
"(카드게임, 주사위놀이) 135분 대면 영재교육원 (여주초) 4~6 5.21.(화) 15:30~17:45 루미큐브로 배우는 수학 135분 대면 영재교육원 (여주초) 7~9 5.28.(화) 15:30~17:45 매지믹서, 숫자볼링으로 배우는 수학 135분 대면 영재교육원 (여주초) 10~12 6.04.(화) 15:30~17:45 머긴스 게임으로 배우는 수학 135분 대면 영재교육원 (여주초) 13~15 6.11.(화) 15:30~17:45 계산으로 풀어가는 숫자게임 135분 대면 영재교육원 (여주초) 16~18 6.18.(화) 15:30~17:45 숫자야구 속에 담긴 수학 135분 대면 영재교육원 (여주초) 19~21 6.25.(화) 15:30~17:45 우봉고 속에 담긴 수학 135분 대면 영재교육원 (여주초) 22~24 7.02.(화) 15:30~17:45 다빈치코드 속에 담긴 수학 135분 대면 영재교육원 (여주초) 25~27 7.09.(화) 15:30~17:45 세트(SET) 속에 담긴 수학 135분 대면 영재교육원 (여주초) 28~30 7.16.(화) 15:30~17:45 나만의 보드게임 함께 나누기 135분 대면 영재교육원 (여주초) 주제 인공지능과 함께하는 공공디자인(A반) 관련교과 융합(과학, 예술, 인공지능) 지원대상 2024년 3월 기준 초3,4학년 수업방법 온라인(구글 클래스룸, 구글 미트) 구분 OT(온라인) 교과(온라인) 교과(오프라인) 교과(과제발표) 합계 시수 8 22 0 2 32 차시 일시(예정) 소주제 (수업내용) 시간 방법 장소 OT 합격자 발표 이후 ~4.30.(화)까지 과제수행을 위한 사전 연수 및 오리엔테이션 8시간 온라인 합격자에 한해 추후 개별 안내 1~2 5.01.(수) 16:00~17:30 자기소개 및 협업 활동 90분 온라인 구글 미트 (meet) 3~4 5.08.(수) 16:00~17:30 공공디자인과 인공지능이 무엇인지 알아보아요!","일정"
"90분 온라인 구글 미트 (meet) 산출물 발표 7.17.(수) 16:00~18:00 산출물 발표 및 정리, 비평활동 2시간 온라인 추후 안내 주제 지구의 힘으로 디자인해요(B반) 관련교과 융합(과학, 수학, 예술) 지원대상 2024년 3월 기준 초3,4학년 수업방법 온라인(구글 클래스룸, ZEP, 필요 시, 구글 미트) 구분 OT(온라인) 교과(온라인) 교과(오프라인) 교과(과제발표) 합계 시수 8 22 0 2 32 차시 일시(예정) 소주제 (수업내용) 시간 방법 장소 OT 합격자 발표 이후 ~ 4.30.(화)까지 과제수행을 위한 사전 연수 및 오리엔테이션 8시간 온라인 합격자에 한해 추후 개별 안내 1~2 5.01.(수) 16:00~17:30 자기소개 및 협업 활동 90분 온라인 ZEP (필요시 구글미트) 3~4 5.08.(수) 16:00~17:30 세상을 위한 디자인, 세상의 중심, 무게중심!","일정"
"(골드버그장치 만들기) 90분 온라인 ZEP (필요시 구글미트) 21~22 7.10.(수) 16:00~17:30 골드버그 장치 발표회 90분 온라인 ZEP (필요시 구글미트) 산출물 발표 7.17.(수) 16:00~18:00 산출물 발표 및 정리, 비평활동 2시간 온라인 ZEP (필요시 구글미트)","일정"
"2024학년도 4권역 교육지원청부설 영재교육원 1단계 프로그램 안내 초5,6학년 모집 현황 (프로그램별 세부 내용 확인) 수업 일정과 장소를 확인하고 수업 참여가 가능한 프로그램을 선택하여 지원바랍니다.","비용"
"융합 (수) 초5,6 20 인공지능 문제 해결사 (과학,정보,기술) 16:00~18:30 대면 광주 융합 (화) (광주푸른초) 초5,6 20 친환경 도시 설계 하남 (과학,정보,공학) 16:00~18:30 온라인 융합 (목) (네이버 웨일온) 초5,6 20 STEAM으로 그리는 미래 (수학,과학,정보) 16:00~18:30 융합 (화) 초5,6 20 흥미로운 수학, 과학 세상 만나기 (수학,과학) 17:00~19:00 대면(안성초) 안성 융합 탐구 중심의 학생주도 프로젝트 (목) 온라인(Zoom) 초5,6 20 (과학,정보) (3D 모델링, SW, AI) 15:00~17:00 융합 (목) 초5,6 20 코딩과 중력 속 과학 원리 탐험 (과학,정보) 17:00~18:20 대면 양평 융합 (화) (양평영재교육원) 초5,6 20 생활 속 수학의 세계 (수학,예술) 16:00~18:10 융합 AI 프로그램을 활용하여 (목) 대면(여주초) 초5,6 20 (예술,정보,사회) 나만의 메타버스 전시회 꾸미기 16:30~18:45 온라인(ZOOM) 융합 (목) 초5,6 20 빛과 소리로 만나는 세상 여주 (과학,우주,예술) 17:30~19:45 융합 (금) 온라인 초5,6 20 수학과 과학으로 연결되는 별과 나 (수학,과학) 16:00~18:15 (ZOOM) 융합 (금) 초5,6 20 3D프린팅과 과학놀이로 메이커되기 (과학,정보,수학) 16:30~18:45 융합 나도 툰베리처럼, (수) 초5,6 20 (과학,환경,예술,인공지능) 청소년 기후행동 기획 16:30~18:00 융합 환경 지능 프로젝트: (수) 온라인 용인 초5,6 20 (과학,국어,예술,SW) AI, 전자책, SNS와 환경의 만남 16:30~18:00 (구글 미트) 융합 (수) 초5,6 20 삼성반도체 응용 과학교실 (과학,정보,예술) 16:30~18:00 교육일정 및 수업내용은 교육지원청(영재교육원) 상황에 따라 변동 될 수 있음 온라인 수업 - 웹캠 사용 가능한 데스크탑 또는 노트북 준비 필수 2024년 광주하남교육지원청 부설영재교육원 4권역 1단계 프로그램 (초5,6학년) 2024년 광주하남교육지원청 부설영재교육원 4권역 1단계 프로그램 (초5,6학년) 2024년 광주하남교육지원청 부설영재교육원 4권역 1단계 프로그램 (초5,6학년) 2024년 성남교육지원청 부설영재교육원 4권역 1단계 프로그램 (초5,6학년/A반) 교육일정 및 수업내용은 교육지원청(영재교육원) 상황에 따라 변동 될 수 있음 2024년 성남교육지원청 부설영재교육원 4권역 1단계 프로그램 (초5,6학년/B,C반) 교육일정 및 수업내용은 교육지원청(영재교육원) 상황에 따라 변동 될 수 있음 2개의 학급(B반, C반)으로 운영되어 반별로 수업 순서(수업방식 포함)는 달라지며, 학생별 반배정 결과는 합격자 발표 시 안내함 2024년 안성교육지원청 부설영재교육원 4권역 1단계 프로그램 (초5,6학년) 교육일정 및 수업내용은 교육지원청(영재교육원) 상황에 따라 변동 될 수 있음 2024년 안성교육지원청 부설영재교육원 4권역 1단계 프로그램 (초5,6학년) 교육일정 및 수업내용은 교육지원청(영재교육원) 상황에 따라 변동 될 수 있음 2024년 양평교육지원청 부설영재교육원 4권역 1단계 프로그램 (초5,6학년) 교육일정 및 수업내용은 교육지원청(영재교육원) 상황에 따라 변동 될 수 있음 2024년 양평교육지원청 부설영재교육원 4권역 1단계 프로그램 (초5,6학년) 교육일정 및 수업내용은 교육지원청(영재교육원) 상황에 따라 변동될 수 있음 2024년 여주교육지원청 부설영재교육원 4권역 1단계 프로그램 (초5,6학년) 교육일정 및 수업내용은 교육지원청(영재교육원) 상황에 따라 변동 될 수 있음 2024년 여주교육지원청 부설영재교육원 4권역 1단계 프로그램 (초5,6학년) 교육일정 및 수업내용은 교육지원청(영재교육원) 상황에 따라 변동 될 수 있음 2024년 여주교육지원청 부설영재교육원 4권역 1단계 프로그램 (초5,6학년) 교육일정 및 수업내용은 교육지원청(영재교육원) 상황에 따라 변동 될 수 있음 2024년 여주교육지원청 부설영재교육원 4권역 1단계 프로그램 (초5,6학년) 주의사항","건강·안전"
"1. 개인 온라인수업 준비물: 줌 수업용 기기 1대(태블릿PC)와 실습용PC 1대(데스크톱 또는 노트북) 가.","준비물"
"자기보고서 작성 시 주의사항 15분이상 작성할 경우 로그인이 자동 해제되어 저장이 안될 수 있으므로 먼저 지원을 완료하신 후 메모장이나 한글에 작성하여 붙여넣기 바랍니다.","건강·안전"
"추천 마감일까지 추천인 없음 또는 추천서 작성 중으로 나오는 경우 학교 담당선생님께 확인바람","제출"
"등록기간 : 2023년 3월 6일 ~ 2023년 3월 8일 다.","제출"
"등록장소 : 성남초등학교 교무실","일정"
"선거일시 : 2023년 3월 16일(목)","일정"
"추천 방법 - 지원 학생 명단을 학교장 내부결재 후 GED시스템에서 교사 추천함 (기한 내 추천) - 사회적배려대상자 전형으로 신청한 학생인 경우 증빙서류 확인 후 학교장 확인서를 첨부하여 추천함","제출"
"발표 일시: 2025. 1. 10.(금) 15:00(예정)","일정"
"일시: 2025. 1. 15.(수) 10:00~11:30","일정"
"성남교육지원청부설 영재교육원 최종 합격자 발표 1) 일시: 2025. 1. 24.(금) 17시 이후(예정) 2) 방법: 학교로 공문 발송 및 GED 시스템에서 개별 확인 - 지원 학생이 GED에 접속하여 합격 여부 개별 확인 - GED 시스템 확인 방법은 지원학생 매뉴얼 참고 3) 합격자 발표 후 결원이 발생할 경우 연간 총 수업시수의 10% 미만 전까지 예비 순위에서 결원을 충원함 4) 기타 공고에 포함되지 않은 사항은 영재교육대상자선정심사위원회 심의 의결을 통해 결정함 5) 영재교육진흥법에 의거 운영되는 교육기관에는 이중 등록할 수 없음(이중 등록시 합격취소)","일정"
"영재교육원 교육장소 - 교육 장소: 경기도성남교육지원청부설 영재교육원 (창성중학교 안에 위치함, 약도 참고) 주소: 경기도 성남시 수정구 수정로 400 창성중학교(영재교육원)","일정"
"2. 동일 전형 기간의 타 영재교육기관에 원서를 제출하거나 또는 합격하여 등록한 학생은 성남교육 지원청 부설 영재교육원에 지원할 수 없음 (이중 지원시 불합격 처리함) 단, 타 영재교육기관에 불합격한 학생은 지원 가능하며, 합격한 학생 중 등록을 포기한 학생은 지원이 가능함 3. 2025학년도에 성남지역 외 타지역으로 전학 예정자는 지원 및 추천을 제한함 4. 2025년 3월 기준으로 성남 관내 학교 재학생이 아닌 경우 합격이 최소되며, 학교 밖 청소년 의 주소지가 성남시 외 지역으로 변경되는 경우 합격이 취소되거나 제적처리 됨","제출"
"제출서류 및 제출 방법 - 보호자 추천서(서식1 참고), 주민등록등본(주소지 확인용) 각 1부 - 사회적배려대상자 전형으로 지원하는 경우 관련 증빙 서류 추가 제출 - 제출기간: 학생 지원기간, 2024. 11. 25.(월) ~ 11. 29.(금) 18시까지 - 제출방법: 인편 제출하며, 사전에 전화(031-780-2699) 확인 바람 - 제출처: 성남교육지원청부설 영재교육원으로 제출 (주소: 성남시 수정구 수정로 400. 창성중학교 2층 영재교육원) 마.","제출"
"기타 유의사항 - 소속학교가 있는 학교밖청소년은 소속 학교를 통해 지원함 - 지원과 관련한 세부 사항은 선발 요강을 참고함 - 영재교육원 수업 및 각종 프로그램에 참여하기 위한 교통 편의는 별도 제공하지 않으므로 수업 장소까지 이동하는 방법은 개인적으로 강구해야 하며(학생 안전에 유의), - 수업일정과 수업장소를 확인하고 지원 바람 아래 양식의 내용을 작성하여 제출처(영재교육원)로 인편제출하여 주시기 바랍니다.","비용"
"2025학년도 성남교육지원청부설 영재교육원 운영 안 내 학년 초등학교 중학교 3학년 4학년 5학년 6학년 1학년 2학년 월요일 화요일 16:00~18:00 16:00~18:00 부록1 2025학년도 사회적배려대상자 선발 지 침 유형 법적 근거 가구원 수 소득 기준(원) 건강보험료 본인부담금(노인장기요양보험료 미포함) 직장가입자 지역가입자 혼합 3,566,0 127,174 68,822 5,893,0 211,316 162,847 7,544,0 271,291 233,543 9,168,0 336,105 303,332 10,714,0 397,093 373,366 12,190,0 453,848 433,430 13,624,0 498,289 478,514 15,059,0 543,979 524,772 16,494,0 589,232 567,285 17,928,0 659,065 625,932 지원 유형 구분 제출 서류 발급처 주민등록등본과 가족관계증명서 (등본상 부 모 중 한 명만 있을 경우 그 부모 기준의 가 족관계증명서 반드시 제출) 교육지원 대상자 국가보훈처에서 교육지원대상자로 지정하여 통보된 자는 추가 제출서류 없음 교육지원대상자증명서(통보 이후 지정된 경우) 기타국가보훈 대상자 국가보훈대상자 확인원 수급자증명서 한부모가족보호대상자증명서 차상위 자활대상자 자활급여대상자 확인서 차상위본인부담 경감대상자 의료비 본인부담경감대상자 증명서 차상위 장애수당대상자 장애수당대상자 확인서 차상위 장애연금대상자 장애연금대상자 확인서 차상위 우선돌봄대상자 우선돌봄대상자 확인서 교육급여 수급자 교육급여수급자증명서 교육비 지원대상자 교육비지원확인서 실업급여수급자격인정내역서(거주지 관할 고용지원센터), 채권압류통지서, 법원 파산결정문 사본, 폐업확인서, 건강보험료 영수증, 급여명세서, 병원 진단서, 장애인 등록증, 근로소득원천 징수영수증 등 부모의 사망, 이혼, 별거, 가출, 연락두절 기타 가정형편으로 부모의 정보 를 확인하기 어려운 경우 ""학교장 추천서"" 또는 ""자기확인서""에 동 사 실을 명기 어느 한 가지 서류만으로 판단하지 말고, 객관적 증빙서류를 제출 받아 종합적으로 판단 사회다양성 건강보험료 납부확인 자료(최근 10개월 평균 납부액) 영수증, 고지서, 납부확인서 중 택 1 건강보험자격득실확인서(필요 시) 부록2 소속학교가 없는 학교밖청소년의 지원 방법 모집 학년 (2025학년도 기준) 초3학년 초4학년 초5학년 초6학년 중1학년 중2학년 초2학년 초3학년 초4학년 초5학년 초6학년 지원자 출생년도 2016년생 2015년생 2014년생 2013년생 2012년생 2011년생 서식1 보호자 추천서 양식 (소속학교가 없는 학교밖청소년 지원자만 해당함 ) 전형 유형 (해당 칸에 체크) 일반전형 사회적배려대상자전형 gfedc gfedc 지원 학년 (일반학생 출생년도와 동일한 학년으로 지원 가능) 출생년도 지원 학년 지원자 인적 사항 주소(주민등록상) 경기도 OO시 OOO로 0 생년월일 성별( 체크) 성명 년 월 일 gfedc 남 gfedc 여 제출서류 - 서류: 보호자 추천서, 주민등록등본(주민등록번호 뒷자리 비공개로 발급), 사회적배려대상자 증빙서류(해당자) 주민등록등본은 제출일로부터 7일 이내 발급한 서류여야 함 - 제출 기한 및 방법: 2024. 11. 25.(월) ~ 11. 29.(금) 18:00까지 인편 제출 - 제출 장소: 성남교육지원청부설 영재교육원 ( 사전 연락 후 방문)","제출"
"3. 추천 마감일 전에 교사추천이 완료되었는지 확인하기 추천 마감일까지 '추천인없음' 또는 '추천서작성중'으로 나오는 경우 학교담당선생님께 확인 학교심사통과/기관심사1단계심사중 교사(학교)추천 완료 / 선교육대상자로 추천 완료된 상태 1차응시자안내문을 확인하여 오리엔테이션 및 선교육 수업에 출석해야 함","제출"
"선발결과 최종 합격한 학생은 합격자 발표일까지 합격자 입학등록을 해야하며, 입학을 포기하고자 하는 학생은 영재교육원( 031-780-2699)으로 연락하여 주시기 바랍니다.","제출"
"2. 학생과 보호자 성명을 입력한 후 저장 클릭","제출"
"4. 학생과 보호자 성명을 입력한 후 저장 클릭","제출"
"제출 방법: 우편 또는 FAX 2025. 6. 6.(금) 18:00 마감일시까지 도착분에 한함","제출"
"기타 사항 팩스 제출시 도착 여부를 반드시 확인하시기 바랍니다.","제출"
"기타 자세한 사항은 경기도성남교육지원청 학생배치팀( 031-784-7382)으로 문의 바랍니다.","기타"
"수강신청 및 교육등록비 납부기간: 2021. 8.23.(월) ~ 9.5.(일)","비용"
"일부 학생들의 사소한 장난이나 호기심이라고 생각하는 행동이 다른 학생에게는 고통과 아픔으로 느껴질 수 있으니 건건한 또래문화 형성을 위해 스스로 앞장서 주길 바랍니다.","기타"
"학교폭력 예방을 위해 보호자가 함께 해 주세요.","기타"
"2026 청솔랭귀지스쿨(공유학교) 초등 영어회화 Level 1~5 2기 신청 안내","제출"
"경기도교육청국제교육원에서 2026 청솔랭귀지스쿨 초등 영어회화 Level 1~5 2기를 다음과 같이 진행하오니, 희망하는 학생들은 운영 개요 및 일정을 참고하여 신청하시기 바랍니다.","기타"
"교육 장소: 경기도교육청국제교육원 본관 2층 (경기도 성남시 분당구 금곡로 283)","일정"
"신청 기간: 2026. 4. 27.(월) 09:00 ~ 5. 8.(금) 12:00","제출"
"성취기준을 바탕으로 학생 개인의 수준에 맞는 레벨로 수강 신청","제출"
"성취기준은 아래 붙임을 확인 바라며, 반드시 한 개 과정만 신청","제출"
"모바일 버전: 오른쪽 수강신청 QR코드 스캔","제출"
"레벨테스트 장소: 경기도교육청국제교육원 본관 2층","일정"
"사회통합대상자 학교장 추천서 접수 기간: 2021년 8월 23(월) ~ 8월 31일(화)","일정"
"사회통합대상자 수강신청기간: 2021년 9월 2일(목) ~ 9월 5일(일)","제출"
"일시: 9.23.(화) 17:00~18:30","일정"
"일시: 9.24.(수) 16:00~18:30","일정"
"4) 사회통합대상자 유형은 각 소속 교육청별로 상이하니 학생의 학교가 소속되어 있는 소속 교육청의 영재교육 관련 사회통합대상자 기준을 확인한 후 지원하시길 바랍니다.","기타"
"접수 기간을 엄수하여 주시기 바랍니다.","일정"
"기간 1: 2021. 8. 23.(월) ~ 9. 5.(일) 회원가입, 수강신청, 교육등록비 납부 - 사회통합대상자의 경우 별도 신청 방법 안내에 따라 신청(11Page 참조)","제출"
"사회통합대상자 확인서 작성 요령 및 유의사항","제출"
